Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8430418539,1.0000000000,0.3761478626,2.0000000000,1.0500391618,1.0000000000,-0.1376091822,1.0000000000
C3,0.4581801592,2.0000000000,0.1435924100,1.0000000000,0.4920768279,2.0000000000,-0.3536821244,2.0000000000
C1,0.1221091509,3.0000000000,1.0000000000,3.0000000000,0.3660301193,3.0000000000,-0.5224347546,3.0000000000
