objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.1450768947,0.0348739414,0.9958333333,0.0224381867,0.0000000000,0.0000000000,0.5384446894,0.1910409697,0.1470315767,0.1450768947,0.1525954421,0.1682344576,0.1492447962,0.2127919878,-21.2721890205,0.0000000000,True,True
