seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
161546290,0.0000000000,1.0000000000,0.0000000000,0.1709083625,0.3429653467,0.4242617378,0.0618645530
975966057,0.0000000000,1.0000000000,0.0000000000,0.3147918391,0.3778540117,0.2003720176,0.1069821316
642152427,0.0000000000,1.0000000000,0.0000000000,0.1491796225,0.3653633604,0.3521077704,0.1333492467
170881735,0.0000000000,1.0000000000,0.0000000000,0.4350045213,0.2717048428,0.2417902520,0.0515003839
495772587,0.0000000000,1.0000000000,0.0000000000,0.3571569666,0.3584363265,0.2603211826,0.0240855243
617402345,0.0000000000,1.0000000000,0.0000000000,0.2111682625,0.0000000000,0.4906848297,0.2981469078
327926335,0.0000000000,1.0000000000,0.0000000000,0.1544100761,0.3642278387,0.1825504685,0.2988116167
768753119,0.0000000000,1.0000000000,0.0000000000,0.0756363863,0.2413833134,0.2783401245,0.4046401758
640389021,0.0000000000,1.0000000000,0.0000000000,0.1789333666,0.2763029195,0.1500896673,0.3946740466
120045584,0.0000000000,1.0000000000,0.0000000000,0.3948925498,0.3734519395,0.0804611914,0.1511943193
49876773,0.0000000000,1.0000000000,0.0000000000,0.6159496128,0.1386152998,0.1422723584,0.1031627289
159566897,0.0000000000,1.0000000000,0.0000000000,0.4393980010,0.2554862087,0.3051157902,0.0000000000
5964292,0.0000000000,1.0000000000,0.0000000000,0.2054479252,0.1850447255,0.2971916357,0.3123157136
823177011,0.0000000000,1.0000000000,0.0000000000,0.5371818339,0.2283862949,0.0362987598,0.1981331115
732833170,0.0000000000,1.0000000000,0.0000000000,0.2862507612,0.2572116654,0.3345461203,0.1219914531
945324427,0.0000000000,1.0000000000,0.0000000000,0.0730430823,0.2810265881,0.3193255862,0.3266047434
713909761,0.0000000000,1.0000000000,0.0000000000,0.2745343305,0.2771508194,0.2149987461,0.2333161040
407279087,0.0000000000,1.0000000000,0.0000000000,0.3613982476,0.0746230390,0.5124954463,0.0514832671
294544420,0.0000000000,1.0000000000,0.0000000000,0.0712877062,0.0362515029,0.4196751983,0.4727855926
257277677,0.0000000000,1.0000000000,0.0000000000,0.2308513392,0.4027783020,0.3281131284,0.0382572304
703015852,0.0000000000,1.0000000000,0.0000000000,0.2412803314,0.1961920653,0.1827004792,0.3798271241
863544211,0.0000000000,1.0000000000,0.0000000000,0.3176728796,0.4363132778,0.1638757802,0.0821380624
64731054,0.0000000000,1.0000000000,0.0000000000,0.3578400501,0.2022828324,0.1527944319,0.2870826855
841570871,0.0000000000,1.0000000000,0.0000000000,0.3400104667,0.4893727870,0.0441721204,0.1264446258
742127979,0.0000000000,1.0000000000,0.0000000000,0.4844828545,0.1700529372,0.3046107689,0.0408534394
571013252,0.0000000000,1.0000000000,0.0000000000,0.4182130021,0.2800184522,0.1020856293,0.1996829164
84900916,0.0000000000,1.0000000000,0.0000000000,0.3060590787,0.2748362921,0.3222898565,0.0968147727
872581580,0.0000000000,1.0000000000,0.0000000000,0.4437286481,0.3927572253,0.1319507878,0.0315633388
786197580,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.5271605485,0.2446581806,0.2281812710
161658799,0.0000000000,1.0000000000,0.0000000000,0.0985071871,0.2042922775,0.3216478309,0.3755527045
