fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9640780206,1.0000000000,0.0000000000,1.0000000000,1.0760604930,1.0000000000,0.0377603617,1.0000000000
0.3846584843,2.0000000000,0.5198008721,2.0000000000,0.2691626825,2.0000000000,-0.2758669986,2.0000000000
0.0279463189,3.0000000000,1.0000000000,3.0000000000,0.2050892298,3.0000000000,-0.4742679511,3.0000000000
