objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.0636641805,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0320973058,0.1915149153,0.1560603134,0.1585961872,0.1587854078,0.0636641805,0.1474046118,0.2002425392,-104543948810945408.0000000000,0.0000000000,True,True
