seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
232084372,0.0000000000,1.0000000000,0.0000000000,0.2957209592,0.3034651019,0.0806367058,0.3201772332
973380985,0.0000000000,1.0000000000,0.0000000000,0.1965096195,0.2111578163,0.4255838933,0.1667486709
221378545,0.0000000000,1.0000000000,0.0000000000,0.3965252153,0.1780152822,0.0934657583,0.3319937442
254521799,0.0000000000,1.0000000000,0.0000000000,0.3834345354,0.2068439073,0.3247102630,0.0850112943
713772812,0.0000000000,1.0000000000,0.0000000000,0.1244483404,0.3668000051,0.0925345684,0.4162170861
868692743,0.0000000000,1.0000000000,0.0000000000,0.0343430431,0.4030207918,0.3715297356,0.1911064295
982417827,0.0000000000,1.0000000000,0.0000000000,0.2060767399,0.3657038856,0.1780118129,0.2502075616
469709018,0.0000000000,1.0000000000,0.0000000000,0.4523248380,0.2446597176,0.0057996159,0.2972158285
352743231,0.0000000000,1.0000000000,0.0000000000,0.2405882678,0.2698376970,0.3218578828,0.1677161525
622191456,0.0000000000,1.0000000000,0.0000000000,0.3470799891,0.2577015354,0.3344853253,0.0607331502
847155487,0.0000000000,1.0000000000,0.0000000000,0.3146216939,0.5198934615,0.1532008545,0.0122839901
944557619,0.0000000000,1.0000000000,0.0000000000,0.2571287457,0.2142842550,0.2215516836,0.3070353158
149533850,0.0000000000,1.0000000000,0.0000000000,0.2073882340,0.2441328965,0.4393967932,0.1090820762
502683852,0.0000000000,1.0000000000,0.0000000000,0.1839631777,0.1591748181,0.3319710733,0.3248909309
793260959,0.0000000000,1.0000000000,0.0000000000,0.0676709549,0.3547591110,0.4381809245,0.1393890096
738366734,0.0000000000,1.0000000000,0.0000000000,0.1774631404,0.3060713174,0.3140450997,0.2024204425
204092846,0.0000000000,1.0000000000,0.0000000000,0.2182447744,0.3583668116,0.2739333928,0.1494550213
818323823,0.0000000000,1.0000000000,0.0000000000,0.0793931171,0.5582632575,0.3589073237,0.0034363017
442623758,0.0000000000,1.0000000000,0.0000000000,0.1867636155,0.3285361553,0.3564594194,0.1282408098
837570725,0.0000000000,1.0000000000,0.0000000000,0.2294387199,0.2550045118,0.2063354300,0.3092213383
689289487,0.0000000000,1.0000000000,0.0000000000,0.4405943207,0.3050250637,0.0664601200,0.1879204955
476427380,0.0000000000,1.0000000000,0.0000000000,0.1546519974,0.2347622916,0.2450672299,0.3655184811
138952090,0.0000000000,1.0000000000,0.0000000000,0.0151939308,0.6744607623,0.1558012142,0.1545440926
735738648,0.0000000000,1.0000000000,0.0000000000,0.3913250127,0.3350516395,0.2527316427,0.0208917051
151737370,0.0000000000,1.0000000000,0.0000000000,0.0184655739,0.6004053376,0.1827748089,0.1983542796
557331579,0.0000000000,1.0000000000,0.0000000000,0.0592098676,0.2054745010,0.4746823674,0.2606332640
50829179,0.0000000000,1.0000000000,0.0000000000,0.2914976808,0.2273427325,0.2308328431,0.2503267435
893664985,0.0000000000,1.0000000000,0.0000000000,0.1127916275,0.2403211903,0.2096623959,0.4372247863
910997594,0.0000000000,1.0000000000,0.0000000000,0.0542567785,0.5169640884,0.1061249092,0.3226542239
74716154,0.0000000000,1.0000000000,0.0000000000,0.1499158740,0.2442201882,0.3250907517,0.2807731862
