seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
375238907,0.0000000000,1.0000000000,0.0000000000,0.0090861419,0.1525266559,0.6949837555,0.1434034467
767461952,0.0000000000,1.0000000000,0.0000000000,0.0307494482,0.3549235338,0.4463125793,0.1680144386
206698626,0.0000000000,1.0000000000,0.0000000000,0.4800070234,0.3387453389,0.0898256440,0.0914219937
981200034,0.0000000000,1.0000000000,0.0000000000,0.4668078131,0.1074834362,0.2702277747,0.1554809760
481940869,0.0000000000,1.0000000000,0.0000000000,0.3218183164,0.4964809671,0.0623349242,0.1193657923
28303815,0.0000000000,1.0000000000,0.0000000000,0.1993129710,0.0766775502,0.3663375206,0.3576719582
717453952,0.0000000000,1.0000000000,0.0000000000,0.4432373814,0.3147639170,0.1795738859,0.0624248157
106097737,0.0000000000,1.0000000000,0.0000000000,0.6193720800,0.0986086408,0.0337864035,0.2482328757
599906950,0.0000000000,1.0000000000,0.0000000000,0.0426225823,0.1369238763,0.1964851059,0.6239684355
153329229,0.0000000000,1.0000000000,0.0000000000,0.5997025010,0.3059464713,0.0847262342,0.0096247934
580881813,0.0000000000,1.0000000000,0.0000000000,0.7613383094,0.0113909948,0.0553831857,0.1718875101
578986386,0.0000000000,1.0000000000,0.0000000000,0.4280284661,0.2605815488,0.0264003716,0.2849896135
430837282,0.0000000000,1.0000000000,0.0000000000,0.0149343583,0.0844135681,0.6458182685,0.2548338051
283454941,0.0000000000,1.0000000000,0.0000000000,0.8199086973,0.0506688159,0.0971989348,0.0322235521
64129409,0.0000000000,1.0000000000,0.0000000000,0.2948345413,0.3792767561,0.2464208435,0.0794678591
338610051,0.0000000000,1.0000000000,0.0000000000,0.2934467014,0.1519043122,0.4352201203,0.1194288661
990484135,0.0000000000,1.0000000000,0.0000000000,0.1851774368,0.1639337132,0.6407285887,0.0101602613
390760254,0.0000000000,1.0000000000,0.0000000000,0.1203595842,0.3822935377,0.0458675512,0.4514793269
540037510,0.0000000000,1.0000000000,0.0000000000,0.7600230917,0.0858295946,0.0295774670,0.1245698466
505871219,0.0000000000,1.0000000000,0.0000000000,0.2638760958,0.4520674569,0.0645236113,0.2195328361
927743122,0.0000000000,1.0000000000,0.0000000000,0.0680085271,0.1269237955,0.2406742005,0.5643934769
755738891,0.0000000000,1.0000000000,0.0000000000,0.1629308174,0.4437653093,0.2198476172,0.1734562561
551777635,0.0000000000,1.0000000000,0.0000000000,0.1845080791,0.0636106609,0.3519486792,0.3999325808
489023702,0.0000000000,1.0000000000,0.0000000000,0.6698225279,0.0798283376,0.1220855575,0.1282635770
898064401,0.0000000000,1.0000000000,0.0000000000,0.1419377718,0.0882084313,0.6391904451,0.1306633519
825727590,0.0000000000,1.0000000000,0.0000000000,0.4028050960,0.0336604545,0.2154634040,0.3480710455
691153989,0.0000000000,1.0000000000,0.0000000000,0.0983675728,0.0000083039,0.3314569324,0.5701671908
540468140,0.0000000000,1.0000000000,0.0000000000,0.1037146072,0.0024600631,0.7121641802,0.1816611495
357183201,0.0000000000,1.0000000000,0.0000000000,0.0201722156,0.4339865064,0.1855898485,0.3602514296
703040047,0.0000000000,1.0000000000,0.0000000000,0.1261364464,0.7781367230,0.0712558683,0.0244709623
