fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9242268809,1.0000000000,0.0000000000,1.0000000000,1.1353304772,1.0000000000,0.1525514825,1.0000000000
0.4060026766,2.0000000000,0.4787417392,2.0000000000,0.3506959685,2.0000000000,-0.0859067201,2.0000000000
0.0589494171,3.0000000000,1.0000000000,3.0000000000,0.2853498284,3.0000000000,-0.2224997464,3.0000000000
