seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
969604544,0.0000000000,1.0000000000,0.0000000000,0.3466283170,0.1401461557,0.4005794598,0.1126460675
264205439,0.0000000000,1.0000000000,0.0000000000,0.2351758050,0.2368693049,0.2763921632,0.2515627269
384847643,0.0000000000,1.0000000000,0.0000000000,0.3924648775,0.2430604714,0.0595302328,0.3049444183
888942037,0.0000000000,1.0000000000,0.0000000000,0.1893857485,0.2459102050,0.0739219758,0.4907820706
616437104,0.0000000000,1.0000000000,0.0000000000,0.3843284357,0.4081773285,0.2074942358,0.0000000000
286318312,0.0000000000,1.0000000000,0.0000000000,0.3916073206,0.3315629571,0.1295864722,0.1472432500
371484416,0.0000000000,1.0000000000,0.0000000000,0.3555167650,0.1538541797,0.1991366359,0.2914924194
773766931,0.0000000000,1.0000000000,0.0000000000,0.0934980031,0.3330176748,0.2423086418,0.3311756803
363629857,0.0000000000,1.0000000000,0.0000000000,0.1561341392,0.3538183457,0.2712901668,0.2187573483
487244860,0.0000000000,1.0000000000,0.0000000000,0.0162809091,0.4344879174,0.0378444476,0.5113867259
489233920,0.0000000000,1.0000000000,0.0000000000,0.3207620691,0.0974474904,0.2822012910,0.2995891495
468019046,0.0000000000,1.0000000000,0.0000000000,0.3606465171,0.3048033855,0.0000000000,0.3345500974
487121616,0.0000000000,1.0000000000,0.0000000000,0.4538051624,0.3991139796,0.0260995587,0.1209812993
964930208,0.0000000000,1.0000000000,0.0000000000,0.2340579498,0.1719038751,0.3468874337,0.2471507415
241342652,0.0000000000,1.0000000000,0.0000000000,0.2729916702,0.2920918961,0.1669630933,0.2679533403
898227334,0.0000000000,1.0000000000,0.0000000000,0.1599099789,0.3763641837,0.2959570440,0.1677687933
195678799,0.0000000000,1.0000000000,0.0000000000,0.1621262824,0.1458200076,0.2745362234,0.4175174866
316783925,0.0000000000,1.0000000000,0.0000000000,0.3051523371,0.3495860325,0.3089282729,0.0363333575
245204270,0.0000000000,1.0000000000,0.0000000000,0.3187529833,0.3067401703,0.1884282171,0.1860786294
639500687,0.0000000000,1.0000000000,0.0000000000,0.3054244616,0.2722635244,0.1631113317,0.2592006823
184787078,0.0000000000,1.0000000000,0.0000000000,0.4906394040,0.1414446884,0.1292219682,0.2386939394
204562636,0.0000000000,1.0000000000,0.0000000000,0.0629549226,0.8103432395,0.0000000000,0.1267018379
905474903,0.0000000000,1.0000000000,0.0000000000,0.0237868699,0.3315896328,0.5643139027,0.0803095946
812541841,0.0000000000,1.0000000000,0.0000000000,0.2893699108,0.2734025634,0.3067307263,0.1304967995
914617049,0.0000000000,1.0000000000,0.0000000000,0.1216226619,0.2542972444,0.3044687163,0.3196113773
371658980,0.0000000000,1.0000000000,0.0000000000,0.3380663790,0.2751168659,0.0500987352,0.3367180199
71358214,0.0000000000,1.0000000000,0.0000000000,0.3418722605,0.0135665267,0.3755640482,0.2689971646
833897030,0.0000000000,1.0000000000,0.0000000000,0.3521629085,0.1841825666,0.1055790012,0.3580755238
88193980,0.0000000000,1.0000000000,0.0000000000,0.1110999131,0.3523383043,0.2887396510,0.2478221316
348772578,0.0000000000,1.0000000000,0.0000000000,0.2909618995,0.3926093355,0.3034210443,0.0130077208
