fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.8717642794,1.0000000000,0.0000000000,1.0000000000,1.1504788404,1.0000000000,0.1186011072,1.0000000000
0.4428216371,2.0000000000,0.3944631810,2.0000000000,0.5843570747,2.0000000000,-0.0230566927,2.0000000000
0.0997638882,3.0000000000,1.0000000000,3.0000000000,0.4585900956,3.0000000000,-0.1343184221,3.0000000000
