seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
37789600,0.0000000000,1.0000000000,0.0000000000,0.0321866400,0.0130605541,0.1708828905,0.7838699154
461750908,0.0000000000,1.0000000000,0.0000000000,0.0736637121,0.2950108052,0.2695872851,0.3617381975
515613440,0.0000000000,1.0000000000,0.0000000000,0.1100243491,0.0181041115,0.4969288253,0.3749427142
334988553,0.0000000000,1.0000000000,0.0000000000,0.5276196648,0.0002894630,0.4322423186,0.0398485536
667570227,0.0000000000,1.0000000000,0.0000000000,0.0687770142,0.0875672400,0.1926980525,0.6509576933
365438704,0.0000000000,1.0000000000,0.0000000000,0.0577194423,0.0093067795,0.3938280888,0.5391456893
447459747,0.0000000000,1.0000000000,0.0000000000,0.1614370554,0.5938784600,0.2170355982,0.0276488864
687173494,0.0000000000,1.0000000000,0.0000000000,0.0456960973,0.4287167551,0.3071110498,0.2184760978
693735776,0.0000000000,1.0000000000,0.0000000000,0.3023728313,0.2656445136,0.3640044942,0.0679781609
735326313,0.0000000000,1.0000000000,0.0000000000,0.1123460308,0.0655990816,0.6822101664,0.1398447211
690289505,0.0000000000,1.0000000000,0.0000000000,0.1380644032,0.3193182938,0.3349297089,0.2076875941
317037589,0.0000000000,1.0000000000,0.0000000000,0.0630427223,0.4444918600,0.1861935001,0.3062719175
227505353,0.0000000000,1.0000000000,0.0000000000,0.1830397481,0.5962223276,0.1491187504,0.0716191739
145020085,0.0000000000,1.0000000000,0.0000000000,0.1073178269,0.4294426279,0.1611103157,0.3021292294
324475421,0.0000000000,1.0000000000,0.0000000000,0.0243987945,0.1157177139,0.6177152022,0.2421682895
707526002,0.0000000000,1.0000000000,0.0000000000,0.3758386070,0.0322884862,0.2583226884,0.3335502185
843340422,0.0000000000,1.0000000000,0.0000000000,0.2394991836,0.0954347922,0.5657336072,0.0993324170
439390997,0.0000000000,1.0000000000,0.0000000000,0.1346889368,0.2582453719,0.1479939929,0.4590716984
76665044,0.0000000000,1.0000000000,0.0000000000,0.2257355079,0.0327115986,0.0897787087,0.6517741849
916295275,0.0000000000,1.0000000000,0.0000000000,0.4864513929,0.1512647360,0.0788302321,0.2834536390
824645721,0.0000000000,1.0000000000,0.0000000000,0.7695344290,0.1431323922,0.0227908919,0.0645422870
409334108,0.0000000000,1.0000000000,0.0000000000,0.1680084085,0.0546025164,0.3583280232,0.4190610518
616787585,0.0000000000,1.0000000000,0.0000000000,0.1591105092,0.1144414096,0.1833636119,0.5430844694
27715006,0.0000000000,1.0000000000,0.0000000000,0.0069674080,0.3607510060,0.3154810363,0.3168005497
410928463,0.0000000000,1.0000000000,0.0000000000,0.3179770355,0.3412586301,0.0254766859,0.3152876485
726138639,0.0000000000,1.0000000000,0.0000000000,0.4425289126,0.3273370415,0.0540090276,0.1761250184
743746029,0.0000000000,1.0000000000,0.0000000000,0.1358706772,0.7399881948,0.0059389565,0.1182021715
985781890,0.0000000000,1.0000000000,0.0000000000,0.4688702529,0.0946630028,0.4265306534,0.0099360909
502016942,0.0000000000,1.0000000000,0.0000000000,0.5213661431,0.1348984804,0.0378734713,0.3058619052
466361826,0.0000000000,1.0000000000,0.0000000000,0.4289789983,0.0972601218,0.3241617473,0.1495991326
