fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9172690295,1.0000000000,0.0000000000,1.0000000000,1.0679863518,1.0000000000,0.0292348079,1.0000000000
0.4104738568,2.0000000000,0.6219178865,2.0000000000,0.2376713839,2.0000000000,-0.3199165715,2.0000000000
0.0643624355,3.0000000000,1.0000000000,3.0000000000,0.1876229345,3.0000000000,-0.5000044232,3.0000000000
