fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9603076860,1.0000000000,0.0000000000,1.0000000000,1.0564335466,1.0000000000,-0.0110055264,1.0000000000
0.3870340191,2.0000000000,0.5057836667,2.0000000000,0.2647932132,2.0000000000,-0.3403491062,2.0000000000
0.0308795362,3.0000000000,1.0000000000,3.0000000000,0.1961805688,3.0000000000,-0.5508791241,3.0000000000
