seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
36332180,0.0000000000,1.0000000000,0.0000000000,0.2487994762,0.4422208594,0.1408314538,0.1681482107
921021040,0.0000000000,1.0000000000,0.0000000000,0.1924611389,0.2116465233,0.3415547236,0.2543376141
440750366,0.0000000000,1.0000000000,0.0000000000,0.6064259248,0.1662200483,0.1686909146,0.0586631123
1955557,0.0000000000,1.0000000000,0.0000000000,0.3077129408,0.2385166386,0.2691365355,0.1846338851
965499754,0.0000000000,1.0000000000,0.0000000000,0.3298580579,0.2944578468,0.1858010121,0.1898830831
841011906,0.0000000000,1.0000000000,0.0000000000,0.2649019751,0.3141607450,0.0145248763,0.4064124037
526319717,0.0000000000,1.0000000000,0.0000000000,0.2496850171,0.0515927163,0.6287488927,0.0699733739
108438292,0.0000000000,1.0000000000,0.0000000000,0.4227065397,0.0856620850,0.0189174960,0.4727138793
374231480,0.0000000000,1.0000000000,0.0000000000,0.1305299568,0.2678639246,0.4797935198,0.1218125989
8944703,0.0000000000,1.0000000000,0.0000000000,0.2523693596,0.3254075581,0.2325105772,0.1897125050
793046047,0.0000000000,1.0000000000,0.0000000000,0.0049942833,0.3555363067,0.1345753041,0.5048941059
965568219,0.0000000000,1.0000000000,0.0000000000,0.0653530167,0.2232487392,0.3468868878,0.3645113563
645386509,0.0000000000,1.0000000000,0.0000000000,0.2587059087,0.1108114339,0.3753245928,0.2551580647
254622880,0.0000000000,1.0000000000,0.0000000000,0.2137803534,0.3319553335,0.0816120839,0.3726522292
585770512,0.0000000000,1.0000000000,0.0000000000,0.3688144595,0.2672357867,0.0076135125,0.3563362413
651418567,0.0000000000,1.0000000000,0.0000000000,0.5210604896,0.0969484087,0.2782017043,0.1037893974
734149196,0.0000000000,1.0000000000,0.0000000000,0.2732770927,0.2107767323,0.2924154986,0.2235306764
644959072,0.0000000000,1.0000000000,0.0000000000,0.0203560057,0.1181238209,0.4228776818,0.4386424916
192628320,0.0000000000,1.0000000000,0.0000000000,0.4090448616,0.4307421605,0.1097574403,0.0504555377
486019243,0.0000000000,1.0000000000,0.0000000000,0.3614794638,0.2751193812,0.0007080403,0.3626931147
923890125,0.0000000000,1.0000000000,0.0000000000,0.2531186566,0.2372797312,0.2136258071,0.2959758051
684898486,0.0000000000,1.0000000000,0.0000000000,0.3199222260,0.2780383745,0.0799179163,0.3221214831
825920710,0.0000000000,1.0000000000,0.0000000000,0.4361037626,0.2829722382,0.2809239991,0.0000000000
631429422,0.0000000000,1.0000000000,0.0000000000,0.5334818678,0.1226818209,0.1560865581,0.1877497533
754120990,0.0000000000,1.0000000000,0.0000000000,0.3951957978,0.3820592015,0.1535595505,0.0691854502
395617777,0.0000000000,1.0000000000,0.0000000000,0.4037878014,0.2444412537,0.1261989894,0.2255719555
688259852,0.0000000000,1.0000000000,0.0000000000,0.0549444020,0.1375787322,0.6415425460,0.1659343198
764712383,0.0000000000,1.0000000000,0.0000000000,0.4590612965,0.0638468446,0.0005468260,0.4765450329
524143615,0.0000000000,1.0000000000,0.0000000000,0.3987518868,0.1552464475,0.0073415763,0.4386600894
477429399,0.0000000000,1.0000000000,0.0000000000,0.2385574633,0.2255056496,0.2553785443,0.2805583428
