seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
11697151,0.0000000000,1.0000000000,0.0000000000,0.0293593431,0.0088887360,0.4119085601,0.5498433608
891363703,0.0000000000,1.0000000000,0.0000000000,0.0348762005,0.0308470912,0.0102269094,0.9240497988
565112719,0.0000000000,1.0000000000,0.0000000000,0.2489182198,0.0107519119,0.5128268765,0.2275029918
993864539,0.0000000000,1.0000000000,0.0000000000,0.4273610334,0.4260265867,0.0068558779,0.1397565019
87976068,0.0000000000,1.0000000000,0.0000000000,0.2446945574,0.0067549448,0.7423609872,0.0061895105
559886149,0.0000000000,1.0000000000,0.0000000000,0.0023035061,0.2592386368,0.2340632352,0.5043946218
620231596,0.0000000000,1.0000000000,0.0000000000,0.2607205555,0.0089808532,0.6927678868,0.0375307045
214845065,0.0000000000,1.0000000000,0.0000000000,0.6049364867,0.1666836613,0.1717490089,0.0566308431
209019261,0.0000000000,1.0000000000,0.0000000000,0.4552315807,0.0422046931,0.3513615862,0.1512021401
540554042,0.0000000000,1.0000000000,0.0000000000,0.3795836758,0.3803011533,0.0434943792,0.1966207917
377747587,0.0000000000,1.0000000000,0.0000000000,0.1229289526,0.0509162297,0.1301235500,0.6960312676
518175086,0.0000000000,1.0000000000,0.0000000000,0.0485934826,0.5810434310,0.3228623869,0.0475006995
207540260,0.0000000000,1.0000000000,0.0000000000,0.4337276174,0.3069513626,0.2437958144,0.0155252056
531403776,0.0000000000,1.0000000000,0.0000000000,0.1226654456,0.0106408582,0.3154106829,0.5512830132
613249614,0.0000000000,1.0000000000,0.0000000000,0.1506063827,0.3627824778,0.3016222306,0.1849889089
490422562,0.0000000000,1.0000000000,0.0000000000,0.2281798901,0.3072293022,0.2638816317,0.2007091760
505464835,0.0000000000,1.0000000000,0.0000000000,0.2749959092,0.3743682209,0.2943739605,0.0562619093
264209972,0.0000000000,1.0000000000,0.0000000000,0.4793249658,0.2856289667,0.2081015675,0.0269445000
19619011,0.0000000000,1.0000000000,0.0000000000,0.0406636780,0.3998907994,0.2121711889,0.3472743337
670102447,0.0000000000,1.0000000000,0.0000000000,0.2418210912,0.2407016107,0.5007940264,0.0166832717
916733750,0.0000000000,1.0000000000,0.0000000000,0.3278497792,0.1056801559,0.2382713982,0.3281986667
603809289,0.0000000000,1.0000000000,0.0000000000,0.1421349777,0.3248165064,0.3046044008,0.2284441151
246825182,0.0000000000,1.0000000000,0.0000000000,0.5651524460,0.0259964049,0.2413149116,0.1675362375
443263527,0.0000000000,1.0000000000,0.0000000000,0.1675768305,0.0046962522,0.1732771888,0.6544497284
485785042,0.0000000000,1.0000000000,0.0000000000,0.2637693560,0.1474216648,0.2775580778,0.3112509014
422517844,0.0000000000,1.0000000000,0.0000000000,0.4357575186,0.2445905634,0.1714320324,0.1482198856
128259643,0.0000000000,1.0000000000,0.0000000000,0.3422792233,0.3844744957,0.1807282524,0.0925180286
851273787,0.0000000000,1.0000000000,0.0000000000,0.0916128864,0.0806761214,0.4133495128,0.4143614794
383526104,0.0000000000,1.0000000000,0.0000000000,0.1667049035,0.3321002197,0.2852437557,0.2159511210
782328195,0.0000000000,1.0000000000,0.0000000000,0.3879060112,0.2928459635,0.1152245806,0.2040234447
