fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9136746221,1.0000000000,0.0000000000,1.0000000000,1.1492824615,1.0000000000,0.1768542939,1.0000000000
0.4127845079,2.0000000000,0.4793540107,2.0000000000,0.3814014410,2.0000000000,-0.0388581320,2.0000000000
0.0671587863,3.0000000000,1.0000000000,3.0000000000,0.3118090671,3.0000000000,-0.1633701253,3.0000000000
