Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8024595318,1.0000000000,0.5374097387,2.0000000000,1.0065137286,1.0000000000,-0.2887121264,1.0000000000
C3,0.4864877465,2.0000000000,0.0000000000,1.0000000000,0.5294030950,2.0000000000,-0.4920724750,2.0000000000
C1,0.1536810890,3.0000000000,1.0000000000,3.0000000000,0.3866584618,3.0000000000,-0.6726833692,3.0000000000
