seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
987334396,0.0000000000,1.0000000000,0.0000000000,0.4163872439,0.1169036849,0.4018172394,0.0648918319
934130967,0.0000000000,1.0000000000,0.0000000000,0.2176053632,0.0521950188,0.6837919031,0.0464077149
812639485,0.0000000000,1.0000000000,0.0000000000,0.2586666292,0.3610086496,0.1365039318,0.2438207895
987000329,0.0000000000,1.0000000000,0.0000000000,0.0275852103,0.0487919145,0.7710266329,0.1525962423
884145640,0.0000000000,1.0000000000,0.0000000000,0.0567133726,0.1459380039,0.2779838576,0.5193647660
485955384,0.0000000000,1.0000000000,0.0000000000,0.2744293706,0.5322249294,0.0262444058,0.1671012943
95924246,0.0000000000,1.0000000000,0.0000000000,0.3826361495,0.2487175699,0.3228919565,0.0457543241
951367849,0.0000000000,1.0000000000,0.0000000000,0.2204334890,0.2538617568,0.2319262909,0.2937784633
665408114,0.0000000000,1.0000000000,0.0000000000,0.0653001399,0.2015608582,0.2678121605,0.4653268413
195626154,0.0000000000,1.0000000000,0.0000000000,0.4293006641,0.4619930831,0.0082596856,0.1004465672
190162289,0.0000000000,1.0000000000,0.0000000000,0.7983743086,0.1191345878,0.0227200224,0.0597710812
430793755,0.0000000000,1.0000000000,0.0000000000,0.0268034497,0.0750148355,0.3993874032,0.4987943116
694577071,0.0000000000,1.0000000000,0.0000000000,0.0032858663,0.0000000010,0.8852923242,0.1114218084
224245256,0.0000000000,1.0000000000,0.0000000000,0.0608421526,0.4449124030,0.1811124198,0.3131330246
966492537,0.0000000000,1.0000000000,0.0000000000,0.1195276726,0.2638924914,0.2569872705,0.3595925654
17733954,0.0000000000,1.0000000000,0.0000000000,0.1806843458,0.6584483988,0.0310806224,0.1297866330
661565874,0.0000000000,1.0000000000,0.0000000000,0.2758398308,0.4256796721,0.2763026144,0.0221778827
572714307,0.0000000000,1.0000000000,0.0000000000,0.2660608426,0.1136421156,0.4287485190,0.1915485229
748813370,0.0000000000,1.0000000000,0.0000000000,0.5384119524,0.1106647254,0.2582811372,0.0926421850
864704852,0.0000000000,1.0000000000,0.0000000000,0.6133311726,0.2998559684,0.0868128580,0.0000000011
468430485,0.0000000000,1.0000000000,0.0000000000,0.3699678375,0.1605773068,0.1374892888,0.3319655669
274843589,0.0000000000,1.0000000000,0.0000000000,0.2379294571,0.1102150025,0.3100232262,0.3418323141
400111984,0.0000000000,1.0000000000,0.0000000000,0.1785058345,0.3436312619,0.2705280365,0.2073348672
880889025,0.0000000000,1.0000000000,0.0000000000,0.1760799327,0.1827990063,0.0023813540,0.6387397070
748061565,0.0000000000,1.0000000000,0.0000000000,0.0798066179,0.5007986829,0.0359993386,0.3833953606
59324541,0.0000000000,1.0000000000,0.0000000000,0.1452665031,0.3495945233,0.0671731004,0.4379658732
895846085,0.0000000000,1.0000000000,0.0000000000,0.1415049292,0.3545640175,0.4856389084,0.0182921450
214276650,0.0000000000,1.0000000000,0.0000000000,0.2795057987,0.1837203837,0.2349437203,0.3018300974
310596407,0.0000000000,1.0000000000,0.0000000000,0.2364113125,0.3717843851,0.1475348850,0.2442694174
811950361,0.0000000000,1.0000000000,0.0000000000,0.7625839718,0.1827782657,0.0036690930,0.0509686695
