Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9658914883,1.0000000000,0.0000000000,1.0000000000,1.0477001394,1.0000000000,-0.0033140845,1.0000000000
C3,0.3835157211,2.0000000000,0.5422946204,2.0000000000,0.2035720395,2.0000000000,-0.3774421798,2.0000000000
C1,0.0265354906,3.0000000000,1.0000000000,3.0000000000,0.1529987018,3.0000000000,-0.5948252845,3.0000000000
