Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9542028283,1.0000000000,0.0000000000,1.0000000000,1.0968091711,1.0000000000,0.0791435893,1.0000000000
C3,0.3908802680,2.0000000000,0.4558828376,2.0000000000,0.2926814822,2.0000000000,-0.2116755428,2.0000000000
C1,0.0356289488,3.0000000000,1.0000000000,3.0000000000,0.2303601753,3.0000000000,-0.3851875496,3.0000000000
