Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9596587419,1.0000000000,0.0000000000,1.0000000000,1.0437743345,1.0000000000,-0.0058978866,1.0000000000
C3,0.3874424640,2.0000000000,0.6210682889,2.0000000000,0.1879703848,2.0000000000,-0.3971058102,2.0000000000
C1,0.0313843970,3.0000000000,1.0000000000,3.0000000000,0.1428402603,3.0000000000,-0.6093466778,3.0000000000
