Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8532012490,1.0000000000,0.3406960042,2.0000000000,1.0568467076,1.0000000000,-0.1260217738,1.0000000000
C3,0.4545174222,2.0000000000,0.1391971624,1.0000000000,0.5120377465,2.0000000000,-0.3302531322,2.0000000000
C1,0.1142054189,3.0000000000,1.0000000000,3.0000000000,0.3825907959,3.0000000000,-0.4937391023,3.0000000000
