Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8689975828,1.0000000000,0.0466224253,1.0000000000,1.0302858359,1.0000000000,-0.1718392424,1.0000000000
C3,0.4445647129,2.0000000000,0.1545573795,2.0000000000,0.4396373556,2.0000000000,-0.4210895394,2.0000000000
C1,0.1019163027,3.0000000000,1.0000000000,3.0000000000,0.3216925917,3.0000000000,-0.6056737460,3.0000000000
