Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9351468987,1.0000000000,0.0000000000,1.0000000000,1.0764971868,1.0000000000,0.0497968821,1.0000000000
C3,0.4028859652,2.0000000000,0.6218858377,2.0000000000,0.2403174059,2.0000000000,-0.2905636548,2.0000000000
C1,0.0504539415,3.0000000000,1.0000000000,3.0000000000,0.1914716794,3.0000000000,-0.4673953140,3.0000000000
