Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8689093730,1.0000000000,0.3935349033,2.0000000000,1.0441507683,1.0000000000,-0.1479700906,1.0000000000
C3,0.4446203747,2.0000000000,0.1444915534,1.0000000000,0.4772187378,2.0000000000,-0.3726622505,2.0000000000
C1,0.1019849275,3.0000000000,1.0000000000,3.0000000000,0.3521613308,3.0000000000,-0.5479047512,3.0000000000
