Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9634453157,1.0000000000,0.0000000000,1.0000000000,1.0842118804,1.0000000000,0.0637987559,1.0000000000
C3,0.3850569990,2.0000000000,0.4836587034,2.0000000000,0.2559735176,2.0000000000,-0.2535804929,2.0000000000
C1,0.0284385460,3.0000000000,1.0000000000,3.0000000000,0.2001585170,3.0000000000,-0.4424587029,3.0000000000
