Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8720090579,1.0000000000,0.4104293972,2.0000000000,1.0554558760,1.0000000000,-0.1284109680,1.0000000000
C3,0.4426674736,2.0000000000,0.1355986868,1.0000000000,0.5101695785,2.0000000000,-0.3327567698,2.0000000000
C1,0.0995734573,3.0000000000,1.0000000000,3.0000000000,0.3780711307,3.0000000000,-0.5011376968,3.0000000000
