Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9642635170,1.0000000000,0.0000000000,1.0000000000,1.0852706202,1.0000000000,0.0659766856,1.0000000000
C3,0.3845415030,2.0000000000,0.4873194403,2.0000000000,0.2572493585,2.0000000000,-0.2495101838,2.0000000000
C1,0.0278020077,3.0000000000,1.0000000000,3.0000000000,0.2011301881,3.0000000000,-0.4384887888,3.0000000000
