Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8529861839,1.0000000000,0.0000000000,1.0000000000,1.0379665973,1.0000000000,-0.1586851232,1.0000000000
C3,0.4546527967,2.0000000000,0.2025612858,2.0000000000,0.4586412193,2.0000000000,-0.3961944670,2.0000000000
C1,0.1143727337,3.0000000000,1.0000000000,3.0000000000,0.3392899444,3.0000000000,-0.5723211643,3.0000000000
