Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9307886841,1.0000000000,0.0000000000,1.0000000000,1.1245604386,1.0000000000,0.1272214949,1.0000000000
C3,0.4056323269,2.0000000000,0.4696019730,2.0000000000,0.3458592574,2.0000000000,-0.1216625866,2.0000000000
C1,0.0538445135,3.0000000000,1.0000000000,3.0000000000,0.2788562035,3.0000000000,-0.2650176684,3.0000000000
