Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8721532067,1.0000000000,0.4067889268,2.0000000000,1.0556520347,1.0000000000,-0.1280541085,1.0000000000
C3,0.4425766531,2.0000000000,0.1354545072,1.0000000000,0.5107307038,2.0000000000,-0.3320558334,2.0000000000
C1,0.0994613135,3.0000000000,1.0000000000,3.0000000000,0.3784967441,3.0000000000,-0.5003412831,3.0000000000
