Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9480817688,1.0000000000,0.0000000000,1.0000000000,1.0857559617,1.0000000000,0.0600018386,1.0000000000
C3,0.3947367100,2.0000000000,0.5638088760,2.0000000000,0.2709076879,2.0000000000,-0.2526526311,2.0000000000
C1,0.0403909659,3.0000000000,1.0000000000,3.0000000000,0.2135048700,3.0000000000,-0.4295694669,3.0000000000
