Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9324744390,1.0000000000,0.0000000000,1.0000000000,1.1328854174,1.0000000000,0.1484500443,1.0000000000
C3,0.4045701640,2.0000000000,0.4792099717,2.0000000000,0.3448866528,2.0000000000,-0.0945842547,2.0000000000
C1,0.0525330422,3.0000000000,1.0000000000,3.0000000000,0.2807163990,3.0000000000,-0.2326251152,3.0000000000
