fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.8575786844,1.0000000000,0.5000000000,2.0000000000,1.0492326203,1.0000000000,-0.1390984657,1.0000000000
0.4488375099,2.0000000000,0.1404747008,1.0000000000,0.4916370111,2.0000000000,-0.3546926127,2.0000000000
0.1107998938,3.0000000000,1.0000000000,3.0000000000,0.3634837738,3.0000000000,-0.5269747134,3.0000000000
