Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9694972005,1.0000000000,0.0000000000,1.0000000000,1.0821529150,1.0000000000,0.0611467565,1.0000000000
C3,0.3812440786,2.0000000000,0.5383109152,2.0000000000,0.2519941000,2.0000000000,-0.2565103399,2.0000000000
C1,0.0237303449,3.0000000000,1.0000000000,3.0000000000,0.1949947961,3.0000000000,-0.4544082388,3.0000000000
