fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.8801880875,1.0000000000,0.1301286086,1.0000000000,1.0709886035,1.0000000000,-0.0747321130,1.0000000000
0.4375141335,2.0000000000,0.1722077558,2.0000000000,0.4905547850,2.0000000000,-0.2845462566,2.0000000000
0.0932103956,3.0000000000,1.0000000000,3.0000000000,0.3678298152,3.0000000000,-0.4465809044,3.0000000000
