Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9095917601,1.0000000000,0.0000000000,1.0000000000,1.0794235340,1.0000000000,-0.0290974465,1.0000000000
C3,0.4189880704,2.0000000000,0.2337217594,2.0000000000,0.4400843759,2.0000000000,-0.2588065746,2.0000000000
C1,0.0703351414,3.0000000000,1.0000000000,3.0000000000,0.3307440791,3.0000000000,-0.4253868049,3.0000000000
