alternative,Q,Region,PLS,System,method,profile,rank
Lodwar_PLS85_PV+battery+diesel,0.728423204507394,Lodwar,85,PV+battery+diesel,vikor,sustainable,9897
Lusaka_PLS85_PV+battery+diesel,0.7284780923802918,Lusaka,85,PV+battery+diesel,vikor,sustainable,9898
Accra_PLS85_PV+battery+diesel,0.7286227406384336,Accra,85,PV+battery+diesel,vikor,sustainable,9899
Lodwar_PLS85_Diesel only,0.7286928626291074,Lodwar,85,Diesel only,vikor,sustainable,9900
Lusaka_PLS85_Diesel only,0.7286928626291074,Lusaka,85,Diesel only,vikor,sustainable,9901
Accra_PLS85_Diesel only,0.7286928626291074,Accra,85,Diesel only,vikor,sustainable,9902
Lodwar_PLS85_Diesel only,0.7286928626291074,Lodwar,85,Diesel only,vikor,sustainable,9903
Accra_PLS85_Diesel only,0.7286928626291074,Accra,85,Diesel only,vikor,sustainable,9904
Lusaka_PLS85_Diesel only,0.7286928626291074,Lusaka,85,Diesel only,vikor,sustainable,9905
Lodwar_PLS85_Diesel only,0.7286928626291074,Lodwar,85,Diesel only,vikor,sustainable,9906
Accra_PLS85_Diesel only,0.7286928626291074,Accra,85,Diesel only,vikor,sustainable,9907
Lusaka_PLS85_Diesel only,0.7286928626291074,Lusaka,85,Diesel only,vikor,sustainable,9908
Lodwar_PLS85_PV+battery+diesel,0.7287069983682839,Lodwar,85,PV+battery+diesel,vikor,sustainable,9909
Lusaka_PLS85_PV+battery+diesel,0.7288830842872703,Lusaka,85,PV+battery+diesel,vikor,sustainable,9910
Lusaka_PLS85_PV+battery+diesel,0.7288843955573058,Lusaka,85,PV+battery+diesel,vikor,sustainable,9911
Lusaka_PLS85_PV+battery+diesel,0.7290926654662051,Lusaka,85,PV+battery+diesel,vikor,sustainable,9912
Accra_PLS85_PV+battery+diesel,0.729131860608194,Accra,85,PV+battery+diesel,vikor,sustainable,9913
Lusaka_PLS85_PV+battery+diesel,0.7291978935814291,Lusaka,85,PV+battery+diesel,vikor,sustainable,9914
Lusaka_PLS85_PV+battery+diesel,0.7294753890510393,Lusaka,85,PV+battery+diesel,vikor,sustainable,9915
Accra_PLS85_PV+battery+diesel,0.7296228114228482,Accra,85,PV+battery+diesel,vikor,sustainable,9916
Accra_PLS85_PV+battery+diesel,0.7297058650247243,Accra,85,PV+battery+diesel,vikor,sustainable,9917
Lodwar_PLS85_PV+battery+diesel,0.729766432860822,Lodwar,85,PV+battery+diesel,vikor,sustainable,9918
Accra_PLS85_PV+battery+diesel,0.7298197312901809,Accra,85,PV+battery+diesel,vikor,sustainable,9919
Lodwar_PLS85_PV+battery+diesel,0.7299211375489154,Lodwar,85,PV+battery+diesel,vikor,sustainable,9920
Accra_PLS85_PV+battery+diesel,0.7300422204326436,Accra,85,PV+battery+diesel,vikor,sustainable,9921
Accra_PLS85_PV+battery+diesel,0.7302683480606522,Accra,85,PV+battery+diesel,vikor,sustainable,9922
Accra_PLS85_PV+battery+diesel,0.7303122045914356,Accra,85,PV+battery+diesel,vikor,sustainable,9923
Lusaka_PLS85_PV+battery+diesel,0.7303711626244469,Lusaka,85,PV+battery+diesel,vikor,sustainable,9924
Lodwar_PLS85_PV+battery+diesel,0.7307678463327689,Lodwar,85,PV+battery+diesel,vikor,sustainable,9925
Lodwar_PLS85_PV+battery+diesel,0.7308341806784174,Lodwar,85,PV+battery+diesel,vikor,sustainable,9926
Accra_PLS85_PV+battery+diesel,0.7308362143520263,Accra,85,PV+battery+diesel,vikor,sustainable,9927
Lodwar_PLS85_PV+battery+diesel,0.7308839596604458,Lodwar,85,PV+battery+diesel,vikor,sustainable,9928
Lusaka_PLS85_PV+battery+diesel,0.7309595024087381,Lusaka,85,PV+battery+diesel,vikor,sustainable,9929
Accra_PLS85_PV+battery+diesel,0.7309598814550613,Accra,85,PV+battery+diesel,vikor,sustainable,9930
Lusaka_PLS85_PV+battery+diesel,0.7309683153499237,Lusaka,85,PV+battery+diesel,vikor,sustainable,9931
Lusaka_PLS85_PV+battery+diesel,0.7310950101823868,Lusaka,85,PV+battery+diesel,vikor,sustainable,9932
Lusaka_PLS85_PV+battery+diesel,0.7311187482782786,Lusaka,85,PV+battery+diesel,vikor,sustainable,9933
Lodwar_PLS85_PV+battery+diesel,0.7311254890714323,Lodwar,85,PV+battery+diesel,vikor,sustainable,9934
Lodwar_PLS85_PV+battery+diesel,0.7311922902109144,Lodwar,85,PV+battery+diesel,vikor,sustainable,9935
Lodwar_PLS85_PV+battery+diesel,0.7313008000335847,Lodwar,85,PV+battery+diesel,vikor,sustainable,9936
Accra_PLS85_PV+battery+diesel,0.7315324326025663,Accra,85,PV+battery+diesel,vikor,sustainable,9937
Lodwar_PLS85_PV+battery+diesel,0.7315656034390359,Lodwar,85,PV+battery+diesel,vikor,sustainable,9938
Accra_PLS85_PV+battery+diesel,0.7317366226741652,Accra,85,PV+battery+diesel,vikor,sustainable,9939
Lusaka_PLS85_PV+battery+diesel,0.7318264015050046,Lusaka,85,PV+battery+diesel,vikor,sustainable,9940
Lusaka_PLS85_PV+battery+diesel,0.7319243451054083,Lusaka,85,PV+battery+diesel,vikor,sustainable,9941
Lusaka_PLS85_PV+battery+diesel,0.7319483045601693,Lusaka,85,PV+battery+diesel,vikor,sustainable,9942
Accra_PLS85_PV+battery+diesel,0.7321490340201124,Accra,85,PV+battery+diesel,vikor,sustainable,9943
Accra_PLS85_PV+battery+diesel,0.732565019726266,Accra,85,PV+battery+diesel,vikor,sustainable,9944
Accra_PLS85_PV+battery+diesel,0.7325826349665413,Accra,85,PV+battery+diesel,vikor,sustainable,9945
Lusaka_PLS85_PV+battery+diesel,0.73259329936882,Lusaka,85,PV+battery+diesel,vikor,sustainable,9946
Accra_PLS85_PV+battery+diesel,0.7327817419058164,Accra,85,PV+battery+diesel,vikor,sustainable,9947
Lodwar_PLS85_PV+battery+diesel,0.732827989781072,Lodwar,85,PV+battery+diesel,vikor,sustainable,9948
Lodwar_PLS85_PV+battery+diesel,0.7328527893085981,Lodwar,85,PV+battery+diesel,vikor,sustainable,9949
Accra_PLS85_PV+battery+diesel,0.7328682027816468,Accra,85,PV+battery+diesel,vikor,sustainable,9950
Accra_PLS85_PV+battery+diesel,0.7328859573187108,Accra,85,PV+battery+diesel,vikor,sustainable,9951
Lodwar_PLS85_PV+battery+diesel,0.7329165060873066,Lodwar,85,PV+battery+diesel,vikor,sustainable,9952
Accra_PLS85_PV+battery+diesel,0.7332229552498681,Accra,85,PV+battery+diesel,vikor,sustainable,9953
Lodwar_PLS85_PV+battery+diesel,0.7332666450315126,Lodwar,85,PV+battery+diesel,vikor,sustainable,9954
