alternative,Q,Region,PLS,System,method,profile,rank
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1681
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1682
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1683
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1684
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1685
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1686
Lodwar_PLS100_PV+battery,0.12320155223324662,Lodwar,100,PV+battery,vikor,resilient,1687
Lodwar_PLS100_PV+battery+diesel,0.12320272796733577,Lodwar,100,PV+battery+diesel,vikor,resilient,1688
Lusaka_PLS100_PV+battery+diesel,0.12321866646613143,Lusaka,100,PV+battery+diesel,vikor,resilient,1689
Lusaka_PLS100_PV+battery+diesel,0.12331501086426125,Lusaka,100,PV+battery+diesel,vikor,resilient,1690
Accra_PLS100_Diesel only,0.12332061610445383,Accra,100,Diesel only,vikor,resilient,1691
Accra_PLS100_Diesel only,0.12332061610445383,Accra,100,Diesel only,vikor,resilient,1692
Lusaka_PLS100_Diesel only,0.12332061610445383,Lusaka,100,Diesel only,vikor,resilient,1693
Lodwar_PLS100_Diesel only,0.12332061610445383,Lodwar,100,Diesel only,vikor,resilient,1694
Lusaka_PLS100_Diesel only,0.12332061610445383,Lusaka,100,Diesel only,vikor,resilient,1695
Lusaka_PLS100_Diesel only,0.12332061610445383,Lusaka,100,Diesel only,vikor,resilient,1696
Lodwar_PLS100_Diesel only,0.12332061610445383,Lodwar,100,Diesel only,vikor,resilient,1697
Lodwar_PLS100_Diesel only,0.12332061610445383,Lodwar,100,Diesel only,vikor,resilient,1698
Accra_PLS100_Diesel only,0.12332061610445383,Accra,100,Diesel only,vikor,resilient,1699
Accra_PLS100_PV+battery+diesel,0.1233713047912738,Accra,100,PV+battery+diesel,vikor,resilient,1700
Lusaka_PLS100_PV+battery+diesel,0.12341554733377363,Lusaka,100,PV+battery+diesel,vikor,resilient,1701
Lodwar_PLS100_PV+battery+diesel,0.12353286389978228,Lodwar,100,PV+battery+diesel,vikor,resilient,1702
Accra_PLS100_PV+battery+diesel,0.12359367849348368,Accra,100,PV+battery+diesel,vikor,resilient,1703
Accra_PLS100_PV+battery+diesel,0.12364261071591752,Accra,100,PV+battery+diesel,vikor,resilient,1704
Lusaka_PLS100_PV+battery+diesel,0.12366108042274582,Lusaka,100,PV+battery+diesel,vikor,resilient,1705
Lodwar_PLS100_PV+battery+diesel,0.12371064844709495,Lodwar,100,PV+battery+diesel,vikor,resilient,1706
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1707
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1708
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1709
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1710
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1711
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1712
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1713
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1714
Accra_PLS100_PV+battery,0.12374170084789769,Accra,100,PV+battery,vikor,resilient,1715
