alternative,score,Region,PLS,System,method,profile,rank
Accra_PLS100_PV+battery,0.9999928237290627,Accra,100,PV+battery,fuzzy_topsis,economic,60
Accra_PLS100_PV+battery,0.9999928237290627,Accra,100,PV+battery,fuzzy_topsis,economic,61
Accra_PLS100_PV+battery,0.9999928237290627,Accra,100,PV+battery,fuzzy_topsis,economic,62
Accra_PLS100_PV+battery,0.9999928237290627,Accra,100,PV+battery,fuzzy_topsis,economic,63
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,64
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,65
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,66
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,67
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,68
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,69
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,70
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,71
Accra_PLS100_PV+battery,0.9999927238348307,Accra,100,PV+battery,fuzzy_topsis,economic,72
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,73
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,74
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,75
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,76
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,77
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,78
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,79
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,80
Lodwar_PLS100_PV+battery,0.999992188789821,Lodwar,100,PV+battery,fuzzy_topsis,economic,81
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,82
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,83
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,84
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,85
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,86
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,87
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,88
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,89
Accra_PLS100_PV+battery,0.9999919325943804,Accra,100,PV+battery,fuzzy_topsis,economic,90
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,91
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,92
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,93
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,94
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,95
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,96
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,97
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,98
Accra_PLS100_PV+battery,0.9999914807999558,Accra,100,PV+battery,fuzzy_topsis,economic,99
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,100
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,101
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,102
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,103
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,104
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,105
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,106
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,107
Lodwar_PLS100_PV+battery,0.9999913922653432,Lodwar,100,PV+battery,fuzzy_topsis,economic,108
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,109
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,110
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,111
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,112
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,113
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,114
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,115
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,116
Lodwar_PLS100_PV+battery,0.9999903432960323,Lodwar,100,PV+battery,fuzzy_topsis,economic,117
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,118
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,119
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,120
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,121
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,122
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,123
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,124
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,125
Lodwar_PLS100_PV+battery,0.9999903279612001,Lodwar,100,PV+battery,fuzzy_topsis,economic,126
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,127
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,128
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,129
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,130
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,131
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,132
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,133
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,134
Accra_PLS100_PV+battery,0.999990107835715,Accra,100,PV+battery,fuzzy_topsis,economic,135
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,136
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,137
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,138
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,139
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,140
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,141
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,142
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,143
Accra_PLS100_PV+battery,0.9999898774590084,Accra,100,PV+battery,fuzzy_topsis,economic,144
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,145
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,146
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,147
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,148
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,149
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,150
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,151
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,152
Lodwar_PLS100_PV+battery,0.9999898520745837,Lodwar,100,PV+battery,fuzzy_topsis,economic,153
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,154
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,155
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,156
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,157
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,158
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,159
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,160
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,161
Accra_PLS100_PV+battery,0.9999897783740812,Accra,100,PV+battery,fuzzy_topsis,economic,162
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,163
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,164
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,165
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,166
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,167
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,168
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,169
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,170
Lodwar_PLS100_PV+battery,0.9999891577391071,Lodwar,100,PV+battery,fuzzy_topsis,economic,171
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,172
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,173
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,174
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,175
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,176
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,177
Accra_PLS100_PV+battery,0.9999889102504205,Accra,100,PV+battery,fuzzy_topsis,economic,178
