alternative,score,Region,PLS,System,method,profile,rank
Lusaka_PLS100_Diesel only,0.8086957586414731,Lusaka,100,Diesel only,topsis,resilient,9140
Lusaka_PLS100_Diesel only,0.8086957586414731,Lusaka,100,Diesel only,topsis,resilient,9141
Accra_PLS100_Diesel only,0.8086957586414731,Accra,100,Diesel only,topsis,resilient,9142
Lodwar_PLS100_Diesel only,0.8086957586414731,Lodwar,100,Diesel only,topsis,resilient,9143
Accra_PLS100_Diesel only,0.8086957586414731,Accra,100,Diesel only,topsis,resilient,9144
Accra_PLS100_Diesel only,0.8086957586414731,Accra,100,Diesel only,topsis,resilient,9145
Lodwar_PLS100_Diesel only,0.8086957586414731,Lodwar,100,Diesel only,topsis,resilient,9146
Lusaka_PLS100_Diesel only,0.8086957586414731,Lusaka,100,Diesel only,topsis,resilient,9147
Lusaka_PLS90_Diesel only,0.8086805322123044,Lusaka,90,Diesel only,topsis,resilient,9148
Lusaka_PLS90_Diesel only,0.8086805322123044,Lusaka,90,Diesel only,topsis,resilient,9149
Lusaka_PLS90_Diesel only,0.8086805322123044,Lusaka,90,Diesel only,topsis,resilient,9150
Lodwar_PLS90_Diesel only,0.8086805322123044,Lodwar,90,Diesel only,topsis,resilient,9151
Lodwar_PLS90_Diesel only,0.8086805322123044,Lodwar,90,Diesel only,topsis,resilient,9152
Accra_PLS90_Diesel only,0.8086805322123044,Accra,90,Diesel only,topsis,resilient,9153
Lodwar_PLS90_Diesel only,0.8086805322123044,Lodwar,90,Diesel only,topsis,resilient,9154
Accra_PLS90_Diesel only,0.8086805322123044,Accra,90,Diesel only,topsis,resilient,9155
Accra_PLS90_Diesel only,0.8086805322123044,Accra,90,Diesel only,topsis,resilient,9156
Lusaka_PLS100_PV+battery+diesel,0.8086722941036615,Lusaka,100,PV+battery+diesel,topsis,resilient,9157
Lusaka_PLS85_PV+battery+diesel,0.8086440229459475,Lusaka,85,PV+battery+diesel,topsis,resilient,9158
Lodwar_PLS80_PV+battery+diesel,0.8085455103612299,Lodwar,80,PV+battery+diesel,topsis,resilient,9159
Lusaka_PLS90_PV+battery+diesel,0.8085260284400121,Lusaka,90,PV+battery+diesel,topsis,resilient,9160
Accra_PLS80_PV+battery+diesel,0.8084811117841084,Accra,80,PV+battery+diesel,topsis,resilient,9161
Accra_PLS80_PV+battery+diesel,0.8084665311808514,Accra,80,PV+battery+diesel,topsis,resilient,9162
Lusaka_PLS90_Diesel only,0.808453590512506,Lusaka,90,Diesel only,topsis,resilient,9163
Lusaka_PLS90_Diesel only,0.808453590512506,Lusaka,90,Diesel only,topsis,resilient,9164
Lusaka_PLS90_Diesel only,0.808453590512506,Lusaka,90,Diesel only,topsis,resilient,9165
Accra_PLS90_Diesel only,0.808453590512506,Accra,90,Diesel only,topsis,resilient,9166
Accra_PLS90_Diesel only,0.808453590512506,Accra,90,Diesel only,topsis,resilient,9167
Lodwar_PLS90_Diesel only,0.808453590512506,Lodwar,90,Diesel only,topsis,resilient,9168
Lodwar_PLS90_Diesel only,0.808453590512506,Lodwar,90,Diesel only,topsis,resilient,9169
Accra_PLS90_Diesel only,0.808453590512506,Accra,90,Diesel only,topsis,resilient,9170
Lodwar_PLS90_Diesel only,0.808453590512506,Lodwar,90,Diesel only,topsis,resilient,9171
Lodwar_PLS90_PV+battery+diesel,0.8084470666539579,Lodwar,90,PV+battery+diesel,topsis,resilient,9172
Lusaka_PLS95_Diesel only,0.8083995719725494,Lusaka,95,Diesel only,topsis,resilient,9173
Lusaka_PLS95_Diesel only,0.8083995719725494,Lusaka,95,Diesel only,topsis,resilient,9174
Lodwar_PLS95_Diesel only,0.8083995719725494,Lodwar,95,Diesel only,topsis,resilient,9175
Accra_PLS95_Diesel only,0.8083995719725494,Accra,95,Diesel only,topsis,resilient,9176
Lusaka_PLS95_Diesel only,0.8083995719725494,Lusaka,95,Diesel only,topsis,resilient,9177
Accra_PLS95_Diesel only,0.8083995719725494,Accra,95,Diesel only,topsis,resilient,9178
Lodwar_PLS95_Diesel only,0.8083995719725494,Lodwar,95,Diesel only,topsis,resilient,9179
Accra_PLS95_Diesel only,0.8083995719725494,Accra,95,Diesel only,topsis,resilient,9180
Lodwar_PLS95_Diesel only,0.8083995719725494,Lodwar,95,Diesel only,topsis,resilient,9181
Lusaka_PLS95_PV+battery+diesel,0.8083237793886091,Lusaka,95,PV+battery+diesel,topsis,resilient,9182
Lusaka_PLS85_PV+battery+diesel,0.8082458054100057,Lusaka,85,PV+battery+diesel,topsis,resilient,9183
Accra_PLS95_Diesel only,0.8082136877169196,Accra,95,Diesel only,topsis,resilient,9184
Lusaka_PLS95_Diesel only,0.8082136877169196,Lusaka,95,Diesel only,topsis,resilient,9185
Lodwar_PLS95_Diesel only,0.8082136877169196,Lodwar,95,Diesel only,topsis,resilient,9186
Lodwar_PLS95_Diesel only,0.8082136877169196,Lodwar,95,Diesel only,topsis,resilient,9187
Lusaka_PLS95_Diesel only,0.8082136877169196,Lusaka,95,Diesel only,topsis,resilient,9188
Lusaka_PLS95_Diesel only,0.8082136877169196,Lusaka,95,Diesel only,topsis,resilient,9189
Accra_PLS95_Diesel only,0.8082136877169196,Accra,95,Diesel only,topsis,resilient,9190
Accra_PLS95_Diesel only,0.8082136877169196,Accra,95,Diesel only,topsis,resilient,9191
Lodwar_PLS95_Diesel only,0.8082136877169196,Lodwar,95,Diesel only,topsis,resilient,9192
Lodwar_PLS80_PV+battery+diesel,0.8082109362169253,Lodwar,80,PV+battery+diesel,topsis,resilient,9193
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9194
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9195
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9196
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9197
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9198
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9199
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9200
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9201
Lodwar_PLS80_PV+battery,0.8080703960003635,Lodwar,80,PV+battery,topsis,resilient,9202
Accra_PLS100_PV+battery+diesel,0.8079948412292152,Accra,100,PV+battery+diesel,topsis,resilient,9203
Lodwar_PLS85_PV+battery+diesel,0.8079611761496456,Lodwar,85,PV+battery+diesel,topsis,resilient,9204
Lusaka_PLS100_Diesel only,0.8079541375525746,Lusaka,100,Diesel only,topsis,resilient,9205
Lodwar_PLS100_Diesel only,0.8079541375525746,Lodwar,100,Diesel only,topsis,resilient,9206
Lodwar_PLS100_Diesel only,0.8079541375525746,Lodwar,100,Diesel only,topsis,resilient,9207
Lusaka_PLS100_Diesel only,0.8079541375525746,Lusaka,100,Diesel only,topsis,resilient,9208
Lodwar_PLS100_Diesel only,0.8079541375525746,Lodwar,100,Diesel only,topsis,resilient,9209
Accra_PLS100_Diesel only,0.8079541375525746,Accra,100,Diesel only,topsis,resilient,9210
