alternative,Q,Region,PLS,System,method,profile,rank
Lusaka_PLS100_Diesel only,0.31315007704953396,Lusaka,100,Diesel only,vikor,economic,2442
Lodwar_PLS100_Diesel only,0.31315007704953396,Lodwar,100,Diesel only,vikor,economic,2443
Lodwar_PLS100_Diesel only,0.31315007704953396,Lodwar,100,Diesel only,vikor,economic,2444
Lusaka_PLS100_PV+battery+diesel,0.31321066662093616,Lusaka,100,PV+battery+diesel,vikor,economic,2445
Lodwar_PLS100_Diesel only,0.3133445737796219,Lodwar,100,Diesel only,vikor,economic,2446
Lusaka_PLS100_Diesel only,0.3133445737796219,Lusaka,100,Diesel only,vikor,economic,2447
Accra_PLS100_Diesel only,0.3133445737796219,Accra,100,Diesel only,vikor,economic,2448
Accra_PLS100_Diesel only,0.3133445737796219,Accra,100,Diesel only,vikor,economic,2449
Lodwar_PLS100_Diesel only,0.3133445737796219,Lodwar,100,Diesel only,vikor,economic,2450
Lusaka_PLS100_Diesel only,0.3133445737796219,Lusaka,100,Diesel only,vikor,economic,2451
Lusaka_PLS100_Diesel only,0.3133445737796219,Lusaka,100,Diesel only,vikor,economic,2452
