Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8447161773,1.0000000000,0.3268522058,2.0000000000,1.0468009178,1.0000000000,-0.1433763392,1.0000000000
C3,0.4571040712,2.0000000000,0.1451955837,1.0000000000,0.4834293427,2.0000000000,-0.3647573186,2.0000000000
C1,0.1208065730,3.0000000000,1.0000000000,3.0000000000,0.3587650246,3.0000000000,-0.5359856646,3.0000000000
