seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
693247024,0.0000000000,1.0000000000,0.0000000000,0.4990563359,0.1095063884,0.3704115791,0.0210256967
504389269,0.0000000000,1.0000000000,0.0000000000,0.1781108797,0.3586310099,0.3612829988,0.1019751115
141121216,0.0000000000,1.0000000000,0.0000000000,0.0585073286,0.2972438968,0.5502487049,0.0940000697
524645739,0.0000000000,1.0000000000,0.0000000000,0.0039907388,0.1510844810,0.3585202318,0.4864045484
712699943,0.0000000000,1.0000000000,0.0000000000,0.2602645099,0.3317218704,0.1401296370,0.2678839826
324344427,0.0000000000,1.0000000000,0.0000000000,0.2112150702,0.3133880945,0.4470121351,0.0283847003
993950994,0.0000000000,1.0000000000,0.0000000000,0.4696175743,0.0219342802,0.1676825337,0.3407656118
391222761,0.0000000000,1.0000000000,0.0000000000,0.2500542828,0.5220114227,0.1383785287,0.0895557658
690493323,0.0000000000,1.0000000000,0.0000000000,0.0183391343,0.0967365922,0.2134166905,0.6715075831
445197227,0.0000000000,1.0000000000,0.0000000000,0.5129983197,0.0298963791,0.2745843847,0.1825209165
540174337,0.0000000000,1.0000000000,0.0000000000,0.1448232433,0.2013152707,0.0844328948,0.5694285913
315415232,0.0000000000,1.0000000000,0.0000000000,0.7569505999,0.1514053369,0.0859123712,0.0057316920
725737664,0.0000000000,1.0000000000,0.0000000000,0.1544462017,0.1707727461,0.0447221238,0.6300589284
723639739,0.0000000000,1.0000000000,0.0000000000,0.1572778693,0.4450973963,0.0629569201,0.3346678142
898436507,0.0000000000,1.0000000000,0.0000000000,0.4256144571,0.2661135020,0.1996559786,0.1086160623
606270501,0.0000000000,1.0000000000,0.0000000000,0.2496798519,0.1234196574,0.6123224423,0.0145780484
706217254,0.0000000000,1.0000000000,0.0000000000,0.6012487802,0.1075653339,0.1827728146,0.1084130713
482059015,0.0000000000,1.0000000000,0.0000000000,0.0853726366,0.3479401589,0.2012531419,0.3654340626
198644465,0.0000000000,1.0000000000,0.0000000000,0.0054313313,0.2579020835,0.0734782322,0.6631883530
609004657,0.0000000000,1.0000000000,0.0000000000,0.5124843333,0.2148182654,0.1208791746,0.1518182268
503861464,0.0000000000,1.0000000000,0.0000000000,0.0165544161,0.1919710125,0.3767860999,0.4146884715
469345465,0.0000000000,1.0000000000,0.0000000000,0.2895890103,0.0768447339,0.4206329511,0.2129333047
910869154,0.0000000000,1.0000000000,0.0000000000,0.2372039526,0.3678084870,0.2260050808,0.1689824797
379451842,0.0000000000,1.0000000000,0.0000000000,0.0682742857,0.3383745248,0.1802121675,0.4131390220
568097856,0.0000000000,1.0000000000,0.0000000000,0.2331087781,0.3698377055,0.0005486318,0.3965048847
7767922,0.0000000000,1.0000000000,0.0000000000,0.3602847677,0.0346564981,0.5912112859,0.0138474483
764312460,0.0000000000,1.0000000000,0.0000000000,0.2727080481,0.1690260345,0.4220251999,0.1362407175
814546886,0.0000000000,1.0000000000,0.0000000000,0.4546372545,0.2512255094,0.1497982193,0.1443390168
939201192,0.0000000000,1.0000000000,0.0000000000,0.0074551562,0.4157731522,0.1258811532,0.4508905383
520269108,0.0000000000,1.0000000000,0.0000000000,0.0588508628,0.0001517696,0.0281348836,0.9128624840
