seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
16154028,0.0000000000,1.0000000000,0.0000000000,0.5073481670,0.3954838244,0.0189198248,0.0782481838
239147893,0.0000000000,1.0000000000,0.0000000000,0.2214654659,0.3688549263,0.2444715955,0.1652080124
379741612,0.0000000000,1.0000000000,0.0000000000,0.0558788211,0.5700867005,0.2655694596,0.1084650188
844550351,0.0000000000,1.0000000000,0.0000000000,0.5203452950,0.1115270259,0.1658785883,0.2022490908
710832807,0.0000000000,1.0000000000,0.0000000000,0.6398885572,0.0276045275,0.2012549547,0.1312519605
614079301,0.0000000000,1.0000000000,0.0000000000,0.1646592803,0.5828125365,0.2084526200,0.0440755632
470520952,0.0000000000,1.0000000000,0.0000000000,0.0273729751,0.1735197236,0.6964446898,0.1026626115
633753122,0.0000000000,1.0000000000,0.0000000000,0.0737903527,0.1087285987,0.0267566760,0.7907243726
877882487,0.0000000000,1.0000000000,0.0000000000,0.3702752492,0.2978002108,0.0507657478,0.2811587921
905074577,0.0000000000,1.0000000000,0.0000000000,0.2406446736,0.0328318589,0.5190762422,0.2074472253
755338119,0.0000000000,1.0000000000,0.0000000000,0.0629875070,0.7279182580,0.0607006491,0.1483935859
509680161,0.0000000000,1.0000000000,0.0000000000,0.1484059472,0.1338743545,0.5934034410,0.1243162572
219890334,0.0000000000,1.0000000000,0.0000000000,0.3407118465,0.0818346896,0.2253042047,0.3521492592
138756124,0.0000000000,1.0000000000,0.0000000000,0.2614293937,0.0074245251,0.0027394396,0.7284066416
370281009,0.0000000000,1.0000000000,0.0000000000,0.0712643219,0.2317823907,0.2158965447,0.4810567427
640479107,0.0000000000,1.0000000000,0.0000000000,0.0122223407,0.1338896587,0.2144422789,0.6394457217
187035850,0.0000000000,1.0000000000,0.0000000000,0.0626667271,0.5956979221,0.2366459891,0.1049893616
634426239,0.0000000000,1.0000000000,0.0000000000,0.1533810405,0.2498084511,0.3561901364,0.2406203721
826697838,0.0000000000,1.0000000000,0.0000000000,0.0608382154,0.2756371360,0.2926487780,0.3708758706
800068157,0.0000000000,1.0000000000,0.0000000000,0.3168421777,0.3003335084,0.1579503996,0.2248739143
351717517,0.0000000000,1.0000000000,0.0000000000,0.0742810460,0.6599354274,0.1464696051,0.1193139215
126542224,0.0000000000,1.0000000000,0.0000000000,0.3759581979,0.2426873753,0.1664588392,0.2148955876
218022839,0.0000000000,1.0000000000,0.0000000000,0.0974378745,0.0106633321,0.6015830555,0.2903157379
652774192,0.0000000000,1.0000000000,0.0000000000,0.6384883750,0.0187999628,0.1025225329,0.2401891293
932570509,0.0000000000,1.0000000000,0.0000000000,0.6714328194,0.2717865466,0.0268147922,0.0299658418
944756512,0.0000000000,1.0000000000,0.0000000000,0.3545944478,0.1043369642,0.0080337116,0.5330348763
562807059,0.0000000000,1.0000000000,0.0000000000,0.0386695209,0.2839566369,0.1277715512,0.5496022910
403842296,0.0000000000,1.0000000000,0.0000000000,0.1696035769,0.3784437479,0.4105310007,0.0414216746
203955851,0.0000000000,1.0000000000,0.0000000000,0.3389727249,0.0867316820,0.0899608960,0.4843346971
749407992,0.0000000000,1.0000000000,0.0000000000,0.6599353851,0.1436808252,0.0861690726,0.1102147170
