seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
463615689,0.0000000000,1.0000000000,0.0000000000,0.0034717681,0.5915752655,0.0060887894,0.3988641771
229821437,0.0000000000,1.0000000000,0.0000000000,0.5817484646,0.0292509408,0.2797404150,0.1092601796
618986702,0.0000000000,1.0000000000,0.0000000000,0.0425553234,0.1077237538,0.6876198247,0.1621010981
665947738,0.0000000000,1.0000000000,0.0000000000,0.3390119643,0.0844307448,0.0386592657,0.5378980252
328555087,0.0000000000,1.0000000000,0.0000000000,0.2449797254,0.1334387345,0.1338544176,0.4877271225
625723717,0.0000000000,1.0000000000,0.0000000000,0.3952643043,0.0255480101,0.0070656199,0.5721220657
612641671,0.0000000000,1.0000000000,0.0000000000,0.6621507522,0.1680938686,0.0968667910,0.0728885881
450628974,0.0000000000,1.0000000000,0.0000000000,0.5795793150,0.1474599683,0.2588249906,0.0141357261
544715400,0.0000000000,1.0000000000,0.0000000000,0.1311431428,0.4212840464,0.3594882910,0.0880845198
178350464,0.0000000000,1.0000000000,0.0000000000,0.3319815080,0.0635983426,0.1292852525,0.4751348969
749643104,0.0000000000,1.0000000000,0.0000000000,0.2457828499,0.1615768663,0.5519012709,0.0407390129
719892210,0.0000000000,1.0000000000,0.0000000000,0.2498721496,0.2057242497,0.3718362259,0.1725673749
294954285,0.0000000000,1.0000000000,0.0000000000,0.0483818695,0.5644871046,0.1935758021,0.1935552239
421622832,0.0000000000,1.0000000000,0.0000000000,0.4691093726,0.0721433402,0.2827331170,0.1760141702
960553728,0.0000000000,1.0000000000,0.0000000000,0.0377990070,0.1096922305,0.3649650941,0.4875436684
127317169,0.0000000000,1.0000000000,0.0000000000,0.4805054699,0.2013162492,0.1069867671,0.2111915138
543482758,0.0000000000,1.0000000000,0.0000000000,0.2803806774,0.1969353299,0.3546336125,0.1680503801
531528359,0.0000000000,1.0000000000,0.0000000000,0.2530618044,0.3249786810,0.0126162836,0.4093432310
679424148,0.0000000000,1.0000000000,0.0000000000,0.2284345053,0.2878526226,0.4797739847,0.0039388874
445621997,0.0000000000,1.0000000000,0.0000000000,0.1741648166,0.4890854054,0.2107642083,0.1259855697
688259248,0.0000000000,1.0000000000,0.0000000000,0.0592621012,0.5492546071,0.3397116968,0.0517715949
111380073,0.0000000000,1.0000000000,0.0000000000,0.0101116902,0.5720092116,0.3012493945,0.1166297036
152297792,0.0000000000,1.0000000000,0.0000000000,0.4840144020,0.0123376251,0.3950555608,0.1085924120
533327432,0.0000000000,1.0000000000,0.0000000000,0.1721101637,0.0175967089,0.4692701958,0.3410229316
145024451,0.0000000000,1.0000000000,0.0000000000,0.0973668906,0.5711696124,0.1867731811,0.1446903158
22648470,0.0000000000,1.0000000000,0.0000000000,0.0546905638,0.0705513105,0.4821493977,0.3926087280
521933533,0.0000000000,1.0000000000,0.0000000000,0.6877718916,0.0372411780,0.2458460953,0.0291408352
875697228,0.0000000000,1.0000000000,0.0000000000,0.4170591736,0.0236271669,0.5119092450,0.0474044145
272044752,0.0000000000,1.0000000000,0.0000000000,0.1241580049,0.0961454760,0.2994503624,0.4802461567
449273829,0.0000000000,1.0000000000,0.0000000000,0.1633188577,0.2536490439,0.3298764021,0.2531556962
