seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
255396303,0.0000000000,1.0000000000,0.0000000000,0.1280336231,0.6519566158,0.1627324767,0.0572772844
553309215,0.0000000000,1.0000000000,0.0000000000,0.7211968188,0.1275451840,0.1475421654,0.0037158318
863011456,0.0000000000,1.0000000000,0.0000000000,0.2204519896,0.1971283463,0.0033657037,0.5790539604
643409639,0.0000000000,1.0000000000,0.0000000000,0.0587644441,0.0034207894,0.8002208015,0.1375939651
469899067,0.0000000000,1.0000000000,0.0000000000,0.2994932990,0.4205437644,0.0155438355,0.2644191012
167694822,0.0000000000,1.0000000000,0.0000000000,0.1036375226,0.1245989410,0.5109666624,0.2607968740
845147323,0.0000000000,1.0000000000,0.0000000000,0.0671568352,0.7211962259,0.0476947498,0.1639521891
398775623,0.0000000000,1.0000000000,0.0000000000,0.2401626770,0.6964507409,0.0266899316,0.0366966505
167763124,0.0000000000,1.0000000000,0.0000000000,0.0480404151,0.8608808867,0.0384526588,0.0526260395
328708358,0.0000000000,1.0000000000,0.0000000000,0.1434038924,0.6468896196,0.0337032976,0.1760031904
412332466,0.0000000000,1.0000000000,0.0000000000,0.0810610396,0.8141269881,0.0576654557,0.0471465166
322836655,0.0000000000,1.0000000000,0.0000000000,0.5646708914,0.0668222910,0.0011267112,0.3673801065
417732489,0.0000000000,1.0000000000,0.0000000000,0.1228378713,0.0765096354,0.2661947470,0.5344577463
933926565,0.0000000000,1.0000000000,0.0000000000,0.1648672754,0.3908887675,0.2362124438,0.2080315133
788843758,0.0000000000,1.0000000000,0.0000000000,0.2623298768,0.0287333786,0.4895348023,0.2194019424
647224989,0.0000000000,1.0000000000,0.0000000000,0.0540173398,0.0901242651,0.3754931245,0.4803652707
864721824,0.0000000000,1.0000000000,0.0000000000,0.7945350786,0.0269294197,0.1335776068,0.0449578949
126815053,0.0000000000,1.0000000000,0.0000000000,0.6881110409,0.0422145964,0.0512082755,0.2184660872
735139158,0.0000000000,1.0000000000,0.0000000000,0.4845406208,0.0299216926,0.4519806954,0.0335569911
309151364,0.0000000000,1.0000000000,0.0000000000,0.2344278724,0.5815924153,0.1801584649,0.0038212473
761640821,0.0000000000,1.0000000000,0.0000000000,0.1236340046,0.3206304831,0.0273551361,0.5283803763
701355845,0.0000000000,1.0000000000,0.0000000000,0.0991143536,0.4270824036,0.4563867609,0.0174164819
896579848,0.0000000000,1.0000000000,0.0000000000,0.1221822818,0.2412185379,0.0537782866,0.5828208937
200710410,0.0000000000,1.0000000000,0.0000000000,0.0466249682,0.7716340043,0.1193870202,0.0623540073
173091662,0.0000000000,1.0000000000,0.0000000000,0.3315598673,0.3674447027,0.1390959578,0.1618994723
749751312,0.0000000000,1.0000000000,0.0000000000,0.7382914978,0.0522968292,0.0253284519,0.1840832212
978065150,0.0000000000,1.0000000000,0.0000000000,0.1188986811,0.1798402524,0.2382078900,0.4630531766
937743685,0.0000000000,1.0000000000,0.0000000000,0.2196926997,0.0609580815,0.5255536512,0.1937955676
864122017,0.0000000000,1.0000000000,0.0000000000,0.1919268049,0.0087036515,0.1746016075,0.6247679362
41618448,0.0000000000,1.0000000000,0.0000000000,0.3109493252,0.0147898238,0.3275455186,0.3467153324
