fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9452516835,1.0000000000,0.0000000000,1.0000000000,1.0475293280,1.0000000000,0.0001452260,1.0000000000
0.3924899596,2.0000000000,0.6265579674,2.0000000000,0.1937472337,2.0000000000,-0.3872125581,2.0000000000
0.0425926949,3.0000000000,1.0000000000,3.0000000000,0.1489839809,3.0000000000,-0.5913254225,3.0000000000
