seed,objective,rho,cr_proxy,w_cost,w_emissions,w_reliability,w_social
493828697,0.0000000000,1.0000000000,0.0000000000,0.0113173202,0.1853129971,0.6083776632,0.1949920196
244148858,0.0000000000,1.0000000000,0.0000000000,0.1919741916,0.3759941529,0.4068974965,0.0251341590
108816271,0.0000000000,1.0000000000,0.0000000000,0.1403476512,0.1076204761,0.4024749317,0.3495569409
783784271,0.0000000000,1.0000000000,0.0000000000,0.4742634455,0.3205589706,0.1290319745,0.0761456094
735195052,0.0000000000,1.0000000000,0.0000000000,0.1340734302,0.3326544003,0.3236070240,0.2096651455
57585924,0.0000000000,1.0000000000,0.0000000000,0.6748268387,0.0937568856,0.1862549053,0.0451613703
421703964,0.0000000000,1.0000000000,0.0000000000,0.4311676442,0.2248352325,0.0670126461,0.2769844772
815105,0.0000000000,1.0000000000,0.0000000000,0.3551230452,0.0086801668,0.6116253721,0.0245714159
347123734,0.0000000000,1.0000000000,0.0000000000,0.0268938243,0.5367023421,0.3522771470,0.0841266866
97520700,0.0000000000,1.0000000000,0.0000000000,0.0248074859,0.1594884304,0.4379773043,0.3777267793
71051788,0.0000000000,1.0000000000,0.0000000000,0.0780316999,0.2353327543,0.5591300783,0.1275054676
464656896,0.0000000000,1.0000000000,0.0000000000,0.2810677037,0.1495437980,0.1841666221,0.3852218763
715829430,0.0000000000,1.0000000000,0.0000000000,0.0886586316,0.4068405501,0.2726341185,0.2318666998
354845024,0.0000000000,1.0000000000,0.0000000000,0.0084527230,0.6097416544,0.0707896624,0.3110159603
75634874,0.0000000000,1.0000000000,0.0000000000,0.2165651627,0.0289542941,0.2932627908,0.4612177524
646985566,0.0000000000,1.0000000000,0.0000000000,0.0878737225,0.0787221265,0.4635172845,0.3698868665
376477949,0.0000000000,1.0000000000,0.0000000000,0.4340413280,0.0286818700,0.3699370282,0.1673397738
378147489,0.0000000000,1.0000000000,0.0000000000,0.1339466760,0.2481269678,0.3074282662,0.3104980899
591571542,0.0000000000,1.0000000000,0.0000000000,0.1008491427,0.1207080391,0.3952742427,0.3831685754
407261220,0.0000000000,1.0000000000,0.0000000000,0.4228312298,0.2305094236,0.0605698669,0.2860894797
739956523,0.0000000000,1.0000000000,0.0000000000,0.3581509361,0.4096929632,0.2302575840,0.0018985166
877572814,0.0000000000,1.0000000000,0.0000000000,0.0111883757,0.7965122627,0.0248577050,0.1674416566
742822510,0.0000000000,1.0000000000,0.0000000000,0.2971234324,0.0298549686,0.4612725145,0.2117490845
982707628,0.0000000000,1.0000000000,0.0000000000,0.0980450846,0.0599645275,0.0834584659,0.7585319220
292607876,0.0000000000,1.0000000000,0.0000000000,0.0228429375,0.1036868479,0.6830033980,0.1904668166
305399215,0.0000000000,1.0000000000,0.0000000000,0.0131146666,0.2666314239,0.5674708152,0.1527830943
189832590,0.0000000000,1.0000000000,0.0000000000,0.3603472208,0.0048851736,0.5034416959,0.1313259097
157348400,0.0000000000,1.0000000000,0.0000000000,0.0320506876,0.0095156433,0.1017995397,0.8566341294
189660622,0.0000000000,1.0000000000,0.0000000000,0.0606164156,0.1505570209,0.0500160100,0.7388105535
729287841,0.0000000000,1.0000000000,0.0000000000,0.4632001063,0.2740790235,0.2112153996,0.0515054706
