seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
588573862,0.0000000000,1.0000000000,0.0000000000,0.2189838429,0.4422536080,0.0484029946,0.2903595544
630311175,0.0000000000,1.0000000000,0.0000000000,0.0969144693,0.3876426284,0.3797089233,0.1357339791
371737553,0.0000000000,1.0000000000,0.0000000000,0.2415230038,0.3587015796,0.3275327765,0.0722426401
206598483,0.0000000000,1.0000000000,0.0000000000,0.0868537232,0.2062549647,0.4858909535,0.2210003586
749752845,0.0000000000,1.0000000000,0.0000000000,0.4779667656,0.0105988331,0.4227125072,0.0887218941
34681097,0.0000000000,1.0000000000,0.0000000000,0.1892321856,0.2974295271,0.4547333760,0.0586049113
72912624,0.0000000000,1.0000000000,0.0000000000,0.2049085468,0.2330803070,0.4827133511,0.0792977951
484581653,0.0000000000,1.0000000000,0.0000000000,0.2849760846,0.2485433519,0.2833362351,0.1831443284
151326254,0.0000000000,1.0000000000,0.0000000000,0.1183627216,0.4037547921,0.3096552729,0.1682272134
564985204,0.0000000000,1.0000000000,0.0000000000,0.2086126447,0.3338979590,0.3217808364,0.1357085598
293160417,0.0000000000,1.0000000000,0.0000000000,0.1099401916,0.3557425623,0.2294665188,0.3048507273
554769278,0.0000000000,1.0000000000,0.0000000000,0.2379307229,0.1628830939,0.4492753144,0.1499108688
272116844,0.0000000000,1.0000000000,0.0000000000,0.0431941107,0.2976233794,0.2272530742,0.4319294358
139935851,0.0000000000,1.0000000000,0.0000000000,0.4217597876,0.0959358162,0.0775169750,0.4047874212
99775857,0.0000000000,1.0000000000,0.0000000000,0.1990948053,0.3408147681,0.3552530679,0.1048373588
401929498,0.0000000000,1.0000000000,0.0000000000,0.4079078559,0.1030908695,0.2439478176,0.2450534570
125475929,0.0000000000,1.0000000000,0.0000000000,0.1739502079,0.2199478114,0.5311052245,0.0749967563
369078592,0.0000000000,1.0000000000,0.0000000000,0.2566310381,0.2898311990,0.0700004895,0.3835372734
186658518,0.0000000000,1.0000000000,0.0000000000,0.2055478039,0.1226002507,0.1483388245,0.5235131209
830730475,0.0000000000,1.0000000000,0.0000000000,0.1710480156,0.0750914456,0.4582745492,0.2955859896
343331892,0.0000000000,1.0000000000,0.0000000000,0.3096680908,0.1718549276,0.0084850155,0.5099919661
196007533,0.0000000000,1.0000000000,0.0000000000,0.3947492820,0.1073484193,0.2283805202,0.2695217785
969146824,0.0000000000,1.0000000000,0.0000000000,0.2581691718,0.4028469617,0.3389838665,0.0000000000
938995902,0.0000000000,1.0000000000,0.0000000000,0.2481686455,0.1940525295,0.2218318323,0.3359469927
851739092,0.0000000000,1.0000000000,0.0000000000,0.5148214628,0.0675570048,0.2179952750,0.1996262574
295381639,0.0000000000,1.0000000000,0.0000000000,0.1318745234,0.1319960442,0.3608560977,0.3752733347
437396643,0.0000000000,1.0000000000,0.0000000000,0.0575498989,0.3880053827,0.2509260120,0.3035187064
686363911,0.0000000000,1.0000000000,0.0000000000,0.4047615868,0.2080430841,0.0000000000,0.3871953291
689806083,0.0000000000,1.0000000000,0.0000000000,0.1354734445,0.2397210091,0.4090909793,0.2157145672
154871723,0.0000000000,1.0000000000,0.0000000000,0.0273084501,0.2322841582,0.3822958079,0.3581115838
