Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8774525302,1.0000000000,0.0000000000,1.0000000000,1.2712099975,1.0000000000,0.4224542582,1.0000000000
C3,0.4392377209,2.0000000000,0.4890094078,2.0000000000,0.6955305555,2.0000000000,0.3732817467,2.0000000000
C1,0.0953385845,3.0000000000,1.0000000000,3.0000000000,0.5717834161,3.0000000000,0.3350952907,3.0000000000
