objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1012905790,0.0449326532,0.9541666667,0.0602368012,0.0000000000,0.0000000000,13250136.0089131687,19032031.4368526191,0.1700325208,0.1736101202,0.1666503830,0.2280579632,0.1785836922,0.1012905790,-9.1156984525,0.0000000005,True,True,30,0.1773500000,1.0000000000,0.7094000000
