seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
518441736,0.0000000000,1.0000000000,0.0000000000,0.2148191452,0.0579004622,0.3825322611,0.3447481315
30375881,0.0000000000,1.0000000000,0.0000000000,0.1831089337,0.2771152269,0.3257061522,0.2140696872
916507987,0.0000000000,1.0000000000,0.0000000000,0.2969425398,0.2530729185,0.1877315941,0.2622529476
591899174,0.0000000000,1.0000000000,0.0000000000,0.2943146232,0.3325464050,0.3411278002,0.0320111716
777466333,0.0000000000,1.0000000000,0.0000000000,0.0506683112,0.2267970332,0.1720214718,0.5505131838
276973246,0.0000000000,1.0000000000,0.0000000000,0.3856751682,0.0039382430,0.4183991911,0.1919873976
5097835,0.0000000000,1.0000000000,0.0000000000,0.2565753754,0.2618608779,0.1579154161,0.3236483305
85705791,0.0000000000,1.0000000000,0.0000000000,0.4842418523,0.0127497041,0.0521153960,0.4508930475
230935579,0.0000000000,1.0000000000,0.0000000000,0.3059812111,0.1107353432,0.4780353344,0.1052481114
639031634,0.0000000000,1.0000000000,0.0000000000,0.2568117587,0.3305096670,0.2663826388,0.1462959354
965024249,0.0000000000,1.0000000000,0.0000000000,0.3710608900,0.4316261726,0.0000000000,0.1973129374
964923716,0.0000000000,1.0000000000,0.0000000000,0.1870274184,0.0804748768,0.3317456874,0.4007520174
77141148,0.0000000000,1.0000000000,0.0000000000,0.4441349503,0.3641115285,0.1414092595,0.0503442617
691965758,0.0000000000,1.0000000000,0.0000000000,0.1974500248,0.1903408740,0.4020333147,0.2101757865
668726713,0.0000000000,1.0000000000,0.0000000000,0.0689137782,0.4034498322,0.0426933827,0.4849430068
305357864,0.0000000000,1.0000000000,0.0000000000,0.5385407237,0.2779840204,0.0784147402,0.1050605157
593497919,0.0000000000,1.0000000000,0.0000000000,0.0054459314,0.4372981976,0.1073144769,0.4499413941
377817987,0.0000000000,1.0000000000,0.0000000000,0.0843652686,0.1120180288,0.3680094377,0.4356072649
99367401,0.0000000000,1.0000000000,0.0000000000,0.4721006277,0.0277065657,0.4319804229,0.0682123837
531447608,0.0000000000,1.0000000000,0.0000000000,0.2509006133,0.2060635161,0.4320262830,0.1110095877
409740949,0.0000000000,1.0000000000,0.0000000000,0.3630397160,0.3547192304,0.1184306769,0.1638103767
557716440,0.0000000000,1.0000000000,0.0000000000,0.2491765551,0.2800428707,0.1471864090,0.3235941652
501874748,0.0000000000,1.0000000000,0.0000000000,0.0822966139,0.2910932257,0.2753509827,0.3512591777
584752721,0.0000000000,1.0000000000,0.0000000000,0.1349845438,0.3029752159,0.2952390682,0.2668011722
770269148,0.0000000000,1.0000000000,0.0000000000,0.4394937565,0.1611007095,0.1024486515,0.2969568825
518684737,0.0000000000,1.0000000000,0.0000000000,0.0475573337,0.4206072478,0.3263781390,0.2054572795
772201092,0.0000000000,1.0000000000,0.0000000000,0.1835241552,0.0154144494,0.3970396892,0.4040217061
50969886,0.0000000000,1.0000000000,0.0000000000,0.3620206878,0.0804328154,0.3192913896,0.2382551072
414695411,0.0000000000,1.0000000000,0.0000000000,0.1720078523,0.3103037485,0.3327513618,0.1849370374
452610986,0.0000000000,1.0000000000,0.0000000000,0.2776443323,0.2639486355,0.1039414023,0.3544656300
