objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.1330750321,0.0372594071,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4432389172,0.0741306910,0.1330750321,0.1388370514,0.1374762676,0.1614888455,0.1429498655,0.1948132523,-20.2689040495,0.0000000000,True,True
