alternative,TOPSIS_economic,TOPSIS_resilient,TOPSIS_sustainable
Diesel,0.4318793987640794,0.20719829339680002,0.15200114848916485
PV+Battery,0.5289139929617106,0.7667934956697225,0.8274792680499563
PV+Battery+Diesel,0.4912106455221372,0.3241520806818674,0.24364456017828193
PV+Diesel,0.5329451380013481,0.28640691026295073,0.29713737110673444
