alternative,profile,method,score,rank
PV+Battery,TOPSIS_sustainable,vikor,0.0,1
PV+Battery+Diesel,TOPSIS_sustainable,vikor,0.4572268751503321,2
Diesel,TOPSIS_sustainable,vikor,0.6628649161367421,3
PV+Diesel,TOPSIS_sustainable,vikor,0.9278931583424104,4
