Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.9178188074,1.0000000000,0.0000000000,1.0000000000,1.0924739338,1.0000000000,0.0716276632,1.0000000000
C3,0.4101207532,2.0000000000,0.6042478397,2.0000000000,0.2811566093,2.0000000000,-0.2343391842,2.0000000000
C1,0.0639347233,3.0000000000,1.0000000000,3.0000000000,0.2250775686,3.0000000000,-0.3981332174,3.0000000000
