fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9557824156,1.0000000000,0.0000000000,1.0000000000,1.2162705369,1.0000000000,0.3249793420,1.0000000000
0.3898852148,2.0000000000,0.4962148299,2.0000000000,0.4420203751,2.0000000000,0.1896648774,2.0000000000
0.0344000730,3.0000000000,1.0000000000,3.0000000000,0.3683300763,3.0000000000,0.1020930087,3.0000000000
