objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline
0.0895724004,0.0000000000,0.9958333333,0.0224381867,0.0000000000,0.0000000000,1197612.0532664026,3964927.5741950278,0.0963242796,0.1055192518,0.0895724004,0.1245524608,0.1097255969,0.0920240927,-41374382975607016.0000000000,0.0000000000,True,True
