seed,objective,rho,cr,w_cost,w_emissions,w_reliability,w_social
487139898,0.0000000000,1.0000000000,0.0000000000,0.3445577025,0.2865651956,0.0362692197,0.3326078822
921303402,0.0000000000,1.0000000000,0.0000000000,0.2778931345,0.4435642591,0.0507302073,0.2278123991
188501861,0.0000000000,1.0000000000,0.0000000000,0.2560203048,0.1130497932,0.0813373524,0.5495925495
305197505,0.0000000000,1.0000000000,0.0000000000,0.1129461403,0.3763369103,0.0382148578,0.4725020916
537490844,0.0000000000,1.0000000000,0.0000000000,0.3873926024,0.0389635712,0.3429619246,0.2306819018
743336420,0.0000000000,1.0000000000,0.0000000000,0.0563209131,0.0058035393,0.5470559796,0.3908195679
590668600,0.0000000000,1.0000000000,0.0000000000,0.2376295089,0.0954201626,0.1768528952,0.4900974332
786836674,0.0000000000,1.0000000000,0.0000000000,0.3194835020,0.1634020459,0.2369010282,0.2802134239
807891881,0.0000000000,1.0000000000,0.0000000000,0.1501295052,0.1588926111,0.3774887857,0.3134890980
198535572,0.0000000000,1.0000000000,0.0000000000,0.0822275720,0.1987280174,0.0238659991,0.6951784114
477688298,0.0000000000,1.0000000000,0.0000000000,0.1566827894,0.3396926726,0.3299842621,0.1736402759
86497606,0.0000000000,1.0000000000,0.0000000000,0.4185866053,0.3118184901,0.2389108448,0.0306840598
469785177,0.0000000000,1.0000000000,0.0000000000,0.3258289711,0.5248080434,0.0522853656,0.0970776199
735526282,0.0000000000,1.0000000000,0.0000000000,0.7369520620,0.0948287330,0.1661534698,0.0020657353
818297308,0.0000000000,1.0000000000,0.0000000000,0.2191498758,0.3185636855,0.3037078143,0.1585786245
294291484,0.0000000000,1.0000000000,0.0000000000,0.3177041287,0.1312370633,0.0993663897,0.4516924183
862641534,0.0000000000,1.0000000000,0.0000000000,0.5734103005,0.0023309920,0.0315710118,0.3926876957
249155071,0.0000000000,1.0000000000,0.0000000000,0.2616783320,0.0779102482,0.6552212430,0.0051901768
572734413,0.0000000000,1.0000000000,0.0000000000,0.1404887075,0.2561934991,0.0922932832,0.5110245102
901866364,0.0000000000,1.0000000000,0.0000000000,0.2059318940,0.0817170321,0.5456763442,0.1666747298
117437082,0.0000000000,1.0000000000,0.0000000000,0.1660623938,0.3506352874,0.0711979754,0.4121043434
927279140,0.0000000000,1.0000000000,0.0000000000,0.2681792999,0.2290163003,0.0716845409,0.4311198589
504880578,0.0000000000,1.0000000000,0.0000000000,0.1465427181,0.2487838641,0.3587275774,0.2459458404
306517128,0.0000000000,1.0000000000,0.0000000000,0.1020546346,0.3301138488,0.2670201774,0.3008113393
475871837,0.0000000000,1.0000000000,0.0000000000,0.1239309975,0.5427090456,0.0830515489,0.2503084081
193651382,0.0000000000,1.0000000000,0.0000000000,0.1464530784,0.3147591822,0.2207568971,0.3180308423
648685860,0.0000000000,1.0000000000,0.0000000000,0.0466634199,0.3515346306,0.1543163336,0.4474856158
485076232,0.0000000000,1.0000000000,0.0000000000,0.4414244266,0.0467855268,0.0291755976,0.4826144490
972883207,0.0000000000,1.0000000000,0.0000000000,0.3236065533,0.1215016843,0.4144586935,0.1404330688
360918647,0.0000000000,1.0000000000,0.0000000000,0.2302346463,0.1000505825,0.4607536275,0.2089611437
