fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
0.9352329530,1.0000000000,0.0000000000,1.0000000000,1.0973981608,1.0000000000,0.0870935101,1.0000000000
0.3989290319,2.0000000000,0.5563722213,2.0000000000,0.2752547038,2.0000000000,-0.2161725188,2.0000000000
0.0503869936,3.0000000000,1.0000000000,3.0000000000,0.2210345757,3.0000000000,-0.3819819187,3.0000000000
