objective_mean,objective_std,rho_mean,rho_std,cr_mean,cr_std,score_delta_mean,score_delta_std,entropy_diff_mean,critic_diff_mean,merec_diff_mean,lopcow_diff_mean,mean_diff_mean,bayes_diff_mean,t_stat_vs_baseline,p_value_vs_baseline,significant_vs_baseline,better_than_baseline,runs,baseline_objective,baseline_rho,baseline_cr
0.1388073012,0.0416315331,0.9875000000,0.0375000000,0.0000000000,0.0000000000,3546440.3640405321,12661656.0831862688,0.1388073012,0.1444235652,0.1434306456,0.1602820876,0.1481039976,0.2002493229,-17.4005026055,0.0000000000,True,True,30,0.2733267869,1.0000000000,0.7094000000
