alternative,profile,method,score,rank
PV+Battery,TOPSIS_sustainable,vikor,0.0,1
PV+Battery+Diesel,TOPSIS_sustainable,vikor,0.5688127012311412,2
Diesel,TOPSIS_sustainable,vikor,0.5824065907257507,3
PV+Diesel,TOPSIS_sustainable,vikor,0.9078571602099078,4
