Alternative,fuzzy_topsis_score,fuzzy_topsis_rank,vikor_score,vikor_rank,copras_score,copras_rank,moora_score,moora_rank
C2,0.8970248582,1.0000000000,0.0000000000,1.0000000000,1.1017194042,1.0000000000,0.0137396194,1.0000000000
C3,0.4269059671,2.0000000000,0.3162259172,2.0000000000,0.4894493222,2.0000000000,-0.1845521392,2.0000000000
C1,0.0801118479,3.0000000000,1.0000000000,3.0000000000,0.3737863900,3.0000000000,-0.3323871980,3.0000000000
